fund_id,fund_key,NAV,NAV_1,NAV_3,NAV_5,NAV_10
6092-1,5099083A4C31576EC0A80132,32.4202,33.6425,15.931,12.0181,0
7177-2,407B335F3A007325C0A801E0,43.6421,33.6201,26.0434,17.7216,16.6382
7765-1,35830A783B41B029C0A801E1,32.219,33.61,28.4898,28.7157,21.1586
5581-1,2EBB2AC143B15076C0A80133,26.4548,33.6066,18.9959,12.2743,10.1337
475-2,6CC1733D3A03B126C0A801E0,33.4207,33.6064,26.819,19.5022,27.1607
4062-2,054F572339D3520AC0A80119,34.6433,33.5993,23.6513,18.4455,13.7478
517-13,A8BD47973A59FCC5C0A801E1,36.1668,33.5975,30.5538,29.2505,25.3141
5512-4,B711046D4238BECCC0A80133,29.6645,33.5972,24.0598,19.2082,10.7937
4983-3,05755B903A034058C0A80118,31.204,33.5934,20.3506,17.1875,11.8135
5694-1,8EE618BD454A352CC0A80133,31.6564,33.592,18.8799,16.1675,0
7017-1,07C82FEF3DC2DFA3C0A80134,44.6008,33.5691,20.8699,23.1077,14.9272
739-2,D16F162D4955318CC0A80133,29.8237,33.5548,24.9292,18.9408,0
1854-5,77B726F249D68D8BC0A80134,35.1457,33.5296,27.4097,22.0362,0
1559-34,56C15D2B56B3DF25C0A86FAB,36.8649,33.5296,27.4097,22.0362,0
5899-2,6E47424039E4D83AC0A80118,31.8704,33.5191,28.7112,22.3585,20.7728
7850-9,F0A41AE8441EBFCAC0A80133,28.1599,33.5184,20.3519,14.6851,9.9988
5887-1,D37B3C46434D0207C0A80133,30.5763,33.5106,19.2887,17.1549,10.494
7544-2,DC5E6B4A41FFCC88C0A80134,30.6423,33.5007,20.5406,18.6349,12.3324
484-5,DAA42E4440F8081DC0A80134,46.4326,33.4766,24.4403,18.2602,13.2752
286-19,8AD60C8A48EEC8C0C0A80132,33.1401,33.4736,24.9832,19.7767,0
4779-4,A18913FE3A2F9C24C0A801E0,40.005,33.4391,23.3442,15.3397,10.6675
815-1,120A36413AF74A0EC0A801E1,30.25,33.4382,27.5529,22.4498,19.1773
5737-2,3DEF53D74A539999C0A80134,25.9663,33.4344,19.0307,19.4162,0
5381-1,657B09C445620D3CC0A80132,31.0435,33.42,14.8244,11.1432,0
5895-4,FDEC13283D470E0DC0A80119,35.1552,33.4166,21.7653,18.4325,18.1049
1250-1,31BB250D3F1C12DFC0A80132,32.7183,33.4072,26.9773,24.5295,16.371
1297-1,3EBF28C33D669804C0A80119,34.6193,33.4041,24.0439,20.2543,15.0551
7399-1,E50E031E42D40C06C0A80134,31.8457,33.3967,20.6386,23.6671,13.506
5882-4,90831AF342CC0C86C0A80132,29.702,33.3879,20.184,16.5849,12.1459
54-12,5B45209C41A499ACC0A80132,35.2601,33.3841,28.2578,23.543,17.8776
7210-1,C72D750D414792C3C0A80132,31.7361,33.3772,22.1758,19.8942,13.7291
162-2,3C4100B140683A87FFFFFFFF,34.6916,33.3707,27.6264,21.028,11.0563
5355-1,13CA3A5046FD9661C0A80133,24.2348,33.3606,15.8448,8.7886,0
5797-1,612D03804362A760C0A80133,30.359,33.36,17.6647,15.023,12.2613
76-11,35D653A63B56074DC0A801E1,40.4921,33.3388,26.6136,24.18,19.87
481-2,644102DF3A51290AC0A80118,32.8135,33.3334,23.3289,19.7155,19.3873
737-9,81D12D363E09B197C0A80135,28.0688,33.3317,35.0389,36.1785,25.9414
5591-1,B0964A58477CEB5AC0A80135,37.9199,33.3257,20.7523,11.6726,0
5255-1,920F5E15422137B2C0A80134,35.3755,33.3245,21.7393,17.6359,10.7297
724-1,E5F3017B3EEDB51EC0A80132,30.7294,33.312,21.1317,18.0302,17.8767
7172-1,7F4538F439D91493C0A80119,31.7849,33.3028,22.7547,20.2473,11.6766
4701-1,7F023CE33A08106CC0A80119,30.177,33.2873,21.5839,21.1198,15.4815
1029-1,78B86AB63B93C7A5C0A80119,28.5405,33.2853,28.1949,23.023,21.32
4356-1,48A604E53AEC6E4BC0A80118,32.7391,33.2841,25.9012,20.6067,16.3909
7058-2,394C01A84022A4A5C0A80132,35.2619,33.2719,26.0196,19.4813,14.6919
473-2,AE6021633D2339C5C0A80118,26.0279,33.2671,16.1442,15.7171,17.7372
1354-10,9A6A3670492583BEC0A80132,27.9646,33.266,25.4901,24.8642,0
7833-1,319114253B5F01C0C0A801E1,33.7215,33.2593,23.7964,19.8292,17.3347
7261-1,CAF310A141F7B038C0A80133,32.5545,33.2588,20.1738,16.5958,12.0045
6859-1,61344285423C3B91C0A80132,30.904,33.2584,26.4441,21.7078,13.9221
1190-10,535816183DAAD5ABC0A80134,26.2287,33.2504,33.4666,34.645,26.3846
6090-2,31C71C9B3C481523C0A80119,31.4338,33.2485,21.6116,13.0681,18.9697
1021-5,BECB08793B8F24C0C0A801E0,30.9666,33.2392,25.1534,20.6193,12.1784
1073-2,6A64026A3BC7274BC0A80119,32.845,33.2137,25.7213,20.5235,18.0103
5835-5,ECCE05CA4575AEDCC0A80135,31.8637,33.2121,17.8571,21.3162,0
5471-1,6ABE40F0397C5065C0A80119,22.5892,33.193,18.8056,10.5646,9.4936
7232-2,C1656BF23D44898DC0A80119,33.4545,33.1915,23.7454,20.177,14.5899
5568-3,7E3C379147917350C0A80134,25.9954,33.1806,18.9609,11.1863,0
6234-1,E5E4376239DC2499C0A80118,31.5581,33.1753,18.7064,12.7586,12.7481
6863-1,11F40879425417F2C0A80132,46.1339,33.1719,21.6501,21.5149,11.551
7070-1,0EB93C823EB306E7C0A80133,32.5179,33.1716,24.5312,18.0538,13.8082
5101-1,011103773F05003EC0A80133,32.3567,33.1714,19.9288,25.255,12.6515
4094-4,83D568BE3A454D99C0A80118,48.4013,33.1713,24.9939,18.0001,8.1622
4336-2,95886B9143130D39C0A80132,38.8994,33.1608,19.5647,18.6283,10.625
1535-15,475D46BC495D3F48C0A80134,33.1156,33.1564,23.0981,20.9292,0
1716-3,ABB1287F48276B1EC0A80132,20.3406,33.15,11.3425,8.5816,0
5212-5,BE615A4B3DB4CE37C0A80133,42.0051,33.1391,25.2099,22.1352,21.0817
8082-1,78F954304261EBF4C0A80132,29.3303,33.1382,20.7818,17.1154,10.1436
1157-6,9658644D3C4D7038C0A801E1,34.4113,33.1379,25.2209,19.9512,18.6563
7803-1,2D86038B3EDD40E7C0A80132,32.2102,33.1311,20.8994,18.45,16.7137
151-15,79C127B83BECC1E8C0A801E1,33.9666,33.121,29.4449,29.0811,25.6505
680-1,301F2C7E419FC259C0A80132,28.8291,33.1206,31.875,48.2175,17.4903
5411-2,E49339F5424D64F0C0A80132,32.4731,33.1202,20.9898,18.047,12.8752
1357-3,55311EE63DC99A59C0A80135,28.9578,33.1129,26.7457,21.7824,17.8376
7332-1,DE1A034B42499ACBC0A80133,30.734,33.1098,20.8384,16.8557,11.2405
1331-3,AE631EDC3DB9D4F2C0A80134,36.5906,33.1052,22.7566,22.4445,18.082
757-14,348E55CD3C8699BBC0A801E0,30.4444,33.0868,25.3526,17.5498,16.5821
4918-7,539721963CCC9D2DC0A80119,32.1806,33.0846,18.0681,13.5691,14.1303
7397-9,078A0ECF42890247C0A80132,33.2438,33.0702,22.6105,17.8446,11.576
8011-1,79FB293F3CE4811AC0A80118,29.7962,33.0675,42.7513,53.2814,28.7512
4769-2,7A753F8039DA4997C0A80118,30.0553,33.0657,18.5944,15.1395,7.0525
7095-1,1AED50134219741CC0A80132,32.2974,33.0596,21.4486,17.84,11.2013
629-4,B81100A03DA5E89DC0A80133,34.4121,33.0549,27.0392,26.012,21.1902
5449-1,726A28143CC9AA7FC0A80118,27.1843,33.0367,17.6736,11.5629,10.7204
1358-1,ED9E39B63DCBF2EFC0A80132,30.8607,33.0281,25.7187,25.8286,20.952
839-22,5AC069DF498C4BC3C0A80133,26.5847,33.0145,24.9647,29.6444,0
7567-6,464E51813EF0B108C0A80134,32.3743,32.9865,22.6615,19.5394,18.1979
1464-7,CCEC1D4D3EB091AAC0A80134,36.279,32.9817,23.3284,20.8224,18.2743
5674-1,62B122BD44F4BE0DC0A80134,37.6414,32.9708,19.6529,17.046,0
1790-5,7BE51828499C494EC0A80133,32.7554,32.964,24.9192,16.7893,0
382-6,DC6207053A2FD5CDC0A801E0,31.3323,32.9637,26.7248,22.6688,19.4443
6946-1,B5020B7940AA7C50C0A80132,43.4621,32.9633,21.4422,22.4318,13.6156
7117-3,CE5E08CB39981243C0A801E0,34.081,32.9591,25.5528,22.7921,21.5228
5744-7,4EE50FA03DCAC042C0A80135,25.078,32.9529,19.7186,15.3375,19.5965
7142-1,516B43B73FCDC9D5C0A80134,31.3099,32.9483,22.5188,19.1484,11.9303
7082-1,105711D73F1DB8A2C0A80133,39.4343,32.9404,24.8354,20.3181,15.3347
7002-2,232024A441335EF3C0A80132,29.7835,32.9346,21.3072,19.5682,12.4018
623-3,5FEB04113BCA16DDC0A801E1,32.9865,32.9339,25.2975,26.4033,20.1076
775-7,BA1962683E6FAC04C0A80133,35.5623,32.9287,22.8097,18.9485,17.414
590-2,424B662D3A534B66C0A801E1,32.5274,32.9241,32.3062,32.1712,31.0572
5322-3,02976E834A9D7219C0A80135,29.5289,32.9145,18.585,16.6958,0
421-3,34831EF244176352C0A80134,27.6707,32.8756,22.6119,17.5617,9.9789
1458-2,FDCE6F4D3EA013DEC0A80134,31.1378,32.8535,23.5648,21.362,18.4959
1352-5,10174D243E400AA4C0A80132,33.7064,32.8491,23.3422,20.8755,23.3247
1222-14,52DE18033E66C617C0A80134,34.6985,32.8476,28.2389,26.5004,20.1859
6050-3,6481541D4EB2A09FC0A80134,29.1342,32.8345,14.915,0,0
1373-5,FDA533AA3E4547DBC0A80132,31.1216,32.8264,25.939,23.9406,17.6603
432-3,FF2A633B39F4B66CC0A801E0,34.483,32.8241,21.3817,18.8062,17.0143
139-15,752E4B02424B01F2C0A80132,24.1773,32.817,22.2416,18.3446,14.0641
8284-1,3BCE2B10493C773DC0A80135,34.368,32.8158,22.5098,17.6499,0
729-3,E87E1D363A860ABBC0A801E0,30.4989,32.8147,23.4644,22.3944,14.3582
7213-1,C1672AF63F123147C0A80134,41.0968,32.8101,24.2518,17.837,14.2204
5495-1,452C37D244E098B1C0A80134,26.0553,32.8035,14.8301,14.3253,0
1925-12,01DE635849A8BBFFC0A80134,31.312,32.7894,27.1718,20.6774,0
7313-1,D97004573F7B0696C0A80133,35.5385,32.7838,23.3248,16.4525,12.7319
1386-22,AC08043C4B4893EFC0A80135,35.1888,32.7828,18.9445,13.0859,0
153-2,BF871F8A3D481D3CC0A801E2,32.1065,32.782,22.6778,23.6105,21.983
5684-1,457870E33ACAB0F4C0A801E0,27.7125,32.7764,18.6059,11.6454,14.8931
7051-1,26653CCB3EBC21B6C0A80133,31.3209,32.7734,29.7404,14.599,14.6831
7671-3,B4EF59093BAC79DDC0A801E0,33.2523,32.7724,20.8937,20.6387,19.2629
155-6,A4C3640A3E90F2A2C0A80133,29.6839,32.7712,25.6808,20.5259,17.2161
1369-1,B4C058193DDF0DD6C0A80134,33.1643,32.7424,23.5986,21.2908,18.0422
233-2,5F7342F93A109AB0C0A801E0,32.9256,32.7417,27.0538,20.022,14.4769
5987-4,B8E33B3439E20C4EC0A80119,34.3473,32.7368,27.0739,23.9317,23.7773
821-2,F2A472D23B2E3A5DC0A801E1,27.6648,32.7338,30.1527,7.4785,7.9776
5330-1,22F1338F3F62128EC0A80132,29.8924,32.7333,15.8619,7.6191,11.3614
981-1,E42405BB3B6F6C3AC0A80118,25.9601,32.7225,27.7368,25.8959,32.5582
7126-6,36F929B3424C19CFC0A80133,30.4994,32.7135,22.7073,20.9709,15.0834
5519-3,23531F5D451C4603C0A80134,26.8198,32.7098,21.3528,15.4527,0
7641-1,55CF462942F8F098C0A80133,30.8661,32.7078,18.2416,15.396,11.5436
8080-1,EF45048A3DB81EA8C0A80134,34.2937,32.6957,24.8446,22.6012,16.8438
503-1,65E21AB73A095A06C0A801E0,28.5842,32.6879,21.3397,16.783,15.6655
1159-6,07E021733C619AB9C0A80119,30.1142,32.6793,23.9728,21.958,16.3871
282-8,218D5EAF48ECCE4FC0A80132,24.9995,32.6737,22.2366,20.2748,0
5859-2,B78F3CD34499B10AC0A80132,34.6938,32.6713,20.7256,12.1463,0
7228-1,C44319AF3F33569FC0A80132,31.3616,32.6666,23.4901,18.8307,11.9628
7351-1,DD5007743B8D58C5C0A801E1,45.7155,32.6482,26.0261,21.5366,13.3317
5217-2,6A035B953C8D555BC0A80119,26.7423,32.6371,20.284,17.5011,11.3102
5242-3,0C2E65443C4C4EE8C0A801E1,36.2747,32.6326,24.9497,19.4139,16.077
7193-1,DCA559533B025EF9C0A801E0,31.9423,32.6204,23.4922,17.815,13.0947
1293-3,06C33A343D5D8754C0A80119,32.1852,32.6135,25.768,23.7689,19.3733
417-7,F2003B8443E7BC3DC0A80132,35.3625,32.6038,22.3621,19.2026,10.7257
5652-2,8DBD094E450AA2D0C0A80132,31.0625,32.6018,17.9423,14.6766,0
6028-5,BA8006F149B9E2D3C0A80133,34.2315,32.6017,20.9121,17.4613,0
1995-12,3A884A1048F6321CC0A80135,34.9025,32.5958,22.3959,20.8476,0
6960-1,E06A5E7A3BB8CE48C0A801E1,49.4952,32.5955,25.1829,19.1909,9.2903
5762-7,61EE009448930C5BC0A80135,35.6605,32.5931,21.3642,14.9013,0
5714-2,2ADC2C01419B93E1C0A80134,33.5465,32.581,22.5787,14.6526,11.147
1136-8,84C947EC3DDF748DC0A80135,33.5083,32.5718,27.9348,25.1547,20.7038
7265-1,CD7C16CD41F7C04CC0A80133,29.6723,32.5715,21.7156,19.2248,13.618
2008-5,9CAA6FC149389F8BC0A80132,30.4732,32.5712,21.6121,15.3339,0
4094-1,3A91371B3977FA59C0A801E1,49.5461,32.559,23.8832,17.0617,6.894
6149-1,349465EA3F12E29CC0A80133,29.8931,32.557,19.9885,13.9372,12.7644
8043-10,8E6156073B1CE0D0C0A80118,33.6124,32.5422,22.9127,16.8363,14.7888
7398-3,75D403563FA27F67C0A80134,35.6067,32.5326,31.0976,30.5611,17.0071
282-9,525F3C7F48EF5826C0A80133,28.8222,32.5221,23.1038,21.5565,0
7993-4,B880374E3D0922B2C0A801E1,32.5148,32.5138,23.5627,20.6841,15.4477
5539-1,5C1708042B4ED5967ED03C79,47.889,32.5137,16.8962,19.8515,0
1206-2,11C019513C93740FC0A801E0,46.4758,32.5113,19.1309,21.6503,14.3886
7524-1,23D06B5040FEAB4BC0A80134,38.7089,32.5101,21.6536,18.5629,13.5661
5793-5,7CC521CC493DBF9BC0A80133,29.9358,32.5074,21.6009,16.8721,0
56-3,537748803E29D3C3C0A80134,29.4485,32.4985,22.5487,21.2763,16.9507
290-6,ABAD062F3DB46DD6C0A80132,31.6386,32.4838,26.946,22.2873,19.8809
5774-1,268D07A147B5E5BEC0A80133,31.8303,32.4782,20.6284,16.6117,0
976-1,F144408E3F50488BC0A80133,25.2356,32.4777,20.5481,14.8532,13.2497
7229-3,C07B6A1F3E921ABEC0A80134,40.774,32.4545,28.0526,21.2683,12.9939
7299-1,181B52853B740B15C0A801E0,30.5816,32.4532,19.2087,15.9555,10.7108
7063-1,0D1A5E0B3C557067C0A801E1,31.8869,32.4508,26.3514,19.9161,12.8031
5125-1,C28871AF3A68414FC0A801E0,28.8821,32.4475,17.2201,9.0295,8.3435
5203-3,A2CF6F0D40363AB7C0A80132,37.4488,32.4404,23.579,20.2308,10.6979
7824-3,94764A4D3E064B91C0A80134,29.7262,32.4316,25.7047,26.071,22.3765
280-2,9C3D494A3A308DD2C0A80119,26.8287,32.4265,27.3354,26.0424,17.9089
7010-1,05174FF241FED848C0A80132,30.1882,32.4237,20.6649,17.5734,11.3042
5502-1,776527FA42C26DCAC0A80133,32.2489,32.4231,17.4303,9.2228,13.4348
515-8,066F24283B853E9DC0A80118,28.951,32.4194,23.6493,21.214,22.8763
5094-1,E8423D3B399E2E41C0A80118,41.0612,32.4183,25.2362,20.2452,14.9222
1252-4,94860F7B3D2F8129C0A80119,37.0725,32.4148,23.196,21.2978,18.0941
902-4,4168153242C179FFC0A80134,27.2462,32.4136,21.9353,18.1151,10.1116
2556-11,108D3B72507EE2DEC0A80132,31.6499,32.4061,12.9586,0,0
1189-1,099341C13C7BFB56C0A80118,35.1532,32.386,25.709,22.5153,17.0519
1161-1,7AC466B542EA668CC0A80134,28.8427,32.3695,34.3824,39.7271,16.3998
1292-2,76FC4F493D8F6F3AC0A80133,34.3905,32.3596,23.0222,17.8377,17.1167
7382-1,E3A2192C415348B0C0A80133,38.6184,32.3412,27.7041,20.1678,14.54
5067-1,B534614F398D95C5C0A80119,28.8959,32.3395,17.7941,14.8459,6.6802
1231-5,A7A057633DEFCCAEC0A80133,30.6461,32.3391,25.7442,20.3864,15.8741
7322-1,D79D74A541501BC3C0A80133,30.6837,32.337,19.2063,15.5592,10.8106
4460-12,998332093E9B4688C0A80132,36.4092,32.3334,23.245,28.7439,22.8145
7002-1,125903374132F5CBC0A80132,28.6436,32.3332,20.2526,18.2121,12.723
1327-10,07CB1DCE499F5986C0A80132,28.1554,32.3212,25.5845,24.9213,0
5595-1,C3DF26CA3F039A45C0A80132,36.7158,32.3173,16.7159,12.109,11.3573
6875-1,149166143B021AFFC0A80118,43.8534,32.3059,24.7066,18.3365,10.2379
6075-1,73CB257F3F4B87B5C0A80133,31.9036,32.3055,16.4799,15.1545,10.7581
4095-6,4CCD19543AB0F1B5C0A801E0,30.1703,32.3004,23.9417,25.534,10.5747
6886-1,3021189A41DEA91AC0A80132,33.396,32.2991,20.1341,15.7888,10.7659
5957-1,F82038FD43796133C0A80134,29.4933,32.295,21.9026,14.0639,10.2463
6079-1,2E541F853C5F8061C0A80119,35.7026,32.2929,19.0195,16.2366,11.0169
671-9,6A6B749B3ADB6479C0A80118,34.81,32.2885,25.4698,19.2676,19.6514
7448-1,451857203F943B19C0A80132,32.5058,32.2883,21.2863,18.6257,17.2766
5197-1,BE903AFE3B5DE855C0A801E1,27.5929,32.2862,18.4364,14.8526,14.5321
7259-6,9FDB24DB3D91EFE8C0A80135,35.4888,32.2818,25.2429,19.3081,14.4656
1995-28,4072287A499EC08EC0A80133,26.7603,32.2739,30.5838,21.4601,0
1229-3,EA586F103E389209C0A80133,29.6432,32.2728,29.4038,23.4288,20.6173
7525-1,8FDA56D243B5A741C0A80133,31.4637,32.2521,18.4442,14.8755,8.8785
1452-10,D7E5031641F05483C0A80134,31.6298,32.2487,23.3745,21.8726,17.5544
5899-8,E8892F613C17F010C0A801E0,27.3549,32.2426,20.8943,13.5247,10.5372
92-1,5E1B6CE639774195C0A801E0,31.3462,32.2416,27.1979,23.3608,25.108
5180-1,939C458139DC7D3AC0A80118,28.9686,32.2298,18.169,15.732,6.6449
5094-2,02E86653399F6B7BC0A801E0,47.0217,32.2112,23.1051,17.5213,7.5365
8043-2,935C22C839BD33ACC0A801E0,29.8816,32.2097,18.3699,15.2087,13.01
5170-3,2E411B9D400B0B79C0A80132,31.6978,32.2033,17.6878,15.152,15.5187
7250-5,260E459A3B94E6D7C0A80119,33.3966,32.1961,27.9253,20.8295,11.5714
7294-1,D27917B641A4C92DC0A80132,43.2718,32.1947,24.5925,17.5315,14.3743
139-2,B5FE33563A04864FC0A80119,21.5584,32.1943,34.9327,38.9735,49.0167
1484-7,78CC3021482F1DADC0A80133,32.8739,32.1862,21.5277,16.6056,0
839-23,ADCC69DF498C627BC0A80133,27.6062,32.1747,22.1747,18.5041,0
7381-1,02FF0D824236D96CC0A80134,32.9234,32.1724,19.8162,15.4954,11.5059
7103-1,CDAF06E83BAB7AC3C0A80119,44.4618,32.1401,26.0813,24.0131,16.4325
314-1,63DC2EB7409FA8BFC0A80132,32.3934,32.126,23.383,18.5191,11.3117
812-1,F6AF5F0F3AF31302C0A801E0,30.8441,32.117,18.9579,17.482,13.312
1149-3,E5C221E342ECD172C0A80132,30.4067,32.1002,24.6612,22.5904,11.7266
7037-1,402B2DE83F70781AC0A80132,35.6433,32.0982,21.927,16.2875,12.6275
1295-9,A5925F163D64E71EC0A801E0,18.9471,32.0962,25.8055,20.2262,15.183
1427-2,1CE02AED3E4FDE88C0A80133,28.2403,32.0873,27.3307,24.7255,21.8962
6989-1,00F055F842551383C0A80132,40.477,32.0872,22.618,21.4985,16.5492
5550-1,3C4A33464783F8F6C0A80133,32.6105,32.0862,18.8512,11.8796,0
7121-2,3D75452C3FBA5D58C0A80132,31.5352,32.0849,25.0659,18.5984,12.308
1218-9,9F1B4BD73D799AD5C0A80119,26.9642,32.0846,33.7309,39.4484,32.8896
7038-1,10015CB73D92F5E6C0A80132,27.0067,32.0811,19.8794,15.8806,12.7645
1098-14,37D55BEB3C5E0556C0A801E1,31.4696,32.0809,26.4451,28.6677,33.8853
184-4,4A216CCD4794A74CDAA5D03F,38.4768,32.0773,22.9313,17.9832,0
6256-1,20123F4F3EEFC6C5C0A80133,30.8244,32.0739,19.2674,20.4424,16.2238
7431-1,F0436CDC43384DF7C0A80133,29.1996,32.071,21.1978,17.6105,10.9223
1222-15,74C15DE43E9DB6E4C0A80134,30.9695,32.0653,23.7312,27.7006,16.8676
7442-2,84356DF5422FD83DC0A80134,44.7833,32.0571,17.5347,20.0442,10.7211
6039-7,D75D741543C7B0A3C0A80133,29.9476,32.0543,17.0099,21.8853,9.4114
7297-1,D1F92CFE3BE89FF0C0A80119,31.4569,32.0515,20.4203,16.0283,13.0082
7229-2,C0796A1F3E921A55C0A80134,38.1853,32.0417,27.2475,21.8072,16.6492
7219-4,4EE850183CC6026AC0A80119,30.6524,32.0226,28.0545,23.547,19.0849
266-2,E65320CC3BAFC732C0A801E1,26.2642,32.0009,21.1151,15.7386,15.1767
4950-3,FCB25DE33A1314F8C0A801E1,19.3663,31.9953,15.5866,7.2446,5.7091
7605-2,00E1442739FDA86DC0A80118,49.3071,31.9831,24.2812,18.0516,7.6459
7331-1,4AFA36913AF0CF98C0A801E0,37.0477,31.9824,21.6597,16.1891,15.8228
1403-1,4E0706C83E32C9A3C0A80135,31.1552,31.9739,23.956,19.9977,17.8533
4855-1,6D883BD640644D9EFFFFFFFF,42.449,31.9606,23.6832,16.5485,11.5463
5929-2,B34E1D3845EE9EB9C0A80135,30.9857,31.9527,17.9562,22.696,0
5312-8,E2E914D146F129E8C0A80132,29.8019,31.9522,26.9014,18.428,0
5547-5,275344DB48C098B0C0A80132,18.4018,31.9431,14.5861,13.009,0
6902-1,6A314DF042D57C41C0A80134,44.331,31.9401,23.3002,17.3923,12.6319
7256-2,F22130903CC85FEDC0A80118,29.9596,31.9322,23.5634,21.6528,13.2037
5447-1,345A53B03B992D25C0A80118,21.0931,31.9295,12.5316,9.6072,8.449
5861-1,ED3F4364450C6089C0A80132,27.0841,31.9288,19.8476,15.9778,0
4716-5,33DE160A3A3A9911C0A801E1,37.597,31.9124,21.0826,16.3345,7.966
6870-2,91313DD042603839C0A80132,32.9383,31.9111,19.7624,17.1655,11.1932
681-13,A4E820B141A62984C0A80133,25.8012,31.8968,23.4199,18.9199,13.4212
499-4,23230ADA3BABD5BDC0A801E1,29.9852,31.8907,22.41,19.4478,17.3464
5721-9,225F2F883DC81F21C0A80135,24.8481,31.8899,29.3741,29.2024,29.092
1332-2,5CF3730F3DAA16C5C0A80135,30.8182,31.8692,21.3092,19.8499,15.4279
615-1,6A5C37C33A304B76C0A80119,22.5302,31.8656,31.4028,36.3132,26.1606
5978-1,921C50573E61F31EC0A80133,46.782,31.8635,19.6964,20.6934,13.5558
5129-1,A02E12F93C6E9569C0A80119,28.1463,31.854,24.7357,25.9207,17.5193
5415-1,4FB60BFA42245B16C0A80134,30.2238,31.8528,16.5107,10.7461,10.6415
5018-2,E16470E2396F8047C0A80119,25.2948,31.8467,17.2849,15.8746,12.5448
5841-2,A36E243B43AC2EB4C0A80133,29.6536,31.837,20.4486,16.8676,9.9449
1864-2,083E55B549B5DE51C0A80134,23.2615,31.8312,25.0865,19.7566,0
336-5,88FA33AD3DD8B1ECC0A80135,31.7411,31.8144,19.6321,18.2963,18.1772
417-13,19DA175644048DCAC0A80132,32.391,31.8123,18.8801,20.7512,9.7962
737-10,98232D363E09BFBEC0A80135,33.4342,31.7954,21.7482,15.7926,15.4123
5973-2,DCF809A5470149F7C0A80133,28.124,31.7912,16.9116,19.2072,0
1408-1,7DFC0B973E35C2B7C0A80132,31.0086,31.7899,29.8242,28.0387,20.3081
7446-1,73F268DF3C463C61C0A801E1,34.9804,31.7839,22.0857,18.1752,14.2746
5817-3,478E2C483A9B358AC0A80118,26.7613,31.7695,31.4279,34.5955,24.253
493-7,821D26933BBA0DD4C0A801E0,30.582,31.7669,22.7472,19.4753,24.7733
1195-2,F119458D3D763E71C0A80118,31.0911,31.7305,27.5342,23.0419,18.1984
1415-1,58DE4ABB3F3BB1ABC0A80132,30.4454,31.7289,23.9472,24.2624,16.5153
5041-2,381F4A0B39AB9504C0A801E0,43.0223,31.7278,16.4015,15.2771,8.3986
5572-2,67816036450CA55EC0A80133,28.0876,31.7253,16.912,8.697,0
6114-8,C89454F64E53F9A1C0A80134,25.5183,31.7188,18.7234,0,0
1414-4,7C931B083E3A96A7C0A80135,29.4804,31.7158,26.0449,24.5453,19.8628
5427-2,41241ACA4286301BC0A80132,32.9442,31.7101,20.3418,17.9091,10.7634
5917-2,71945DE145BBC202C0A80132,28.4436,31.7077,19.2031,16.9168,0
1131-1,FF90535342D56ED6C0A80132,29.9019,31.7015,17.0392,17.9623,10.5689
642-1,C9D42D004171AD56C0A80134,31.9363,31.701,24.4731,20.0804,12.2106
76-5,45B6134239B700A9C0A80151,22.19,31.6976,17.2889,8.942,6.6074
5731-8,A51A5D10477DD6E1C0A80135,42.0143,31.6968,18.9791,19.8173,0
1403-2,353500D03E36E9E7C0A80132,29.5288,31.6964,23.775,20.5222,17.0639
21-4,DC476A6C3EECF7D5C0A80134,28.3566,31.6953,23.8383,19.534,22.3411
1231-1,7F7B0DAC3EB7EA61C0A80132,29.4222,31.6849,25.9418,21.621,16.7336
7149-1,818D5C46423EF1C0C0A80133,14.7542,31.6689,18.953,15.4779,12.6336
4431-1,198A1A193B5F4148C0A801E1,32.8289,31.6456,22.0438,16.3644,13.1542
677-1,BA01408C4196995DC0A80134,30.24,31.6409,23.2202,19.7562,11.5897
7080-3,A4A562863EA9CF91C0A80132,37.2497,31.6373,21.674,19.5725,14.5301
577-23,9B023B3C3C7D719BC0A801E1,33.0659,31.634,24.5487,24.9852,15.8531
2018-1,D81A22D94925848AC0A80134,27.9518,31.6223,26.9668,17.7274,0
7366-1,E7115D0942FC435CC0A80133,31.5066,31.6193,20.144,15.9581,10.6093
5860-1,C2725AD03C20E6D4C0A801E1,31.2357,31.6168,19.0993,13.4047,10.6695
6976-1,E1DF546941E459B0C0A80134,33.6336,31.6058,20.0033,19.2886,12.3642
857-5,B3BC374E3D091AAFC0A801E1,31.6053,31.605,30.0212,29.1349,24.2867
4984-10,E2F34FD73BB37F17C0A80119,42.3992,31.6021,22.9498,20.7423,16.9094
6170-8,9F2B696A3EAADD9EC0A80134,31.2597,31.596,21.7039,18.1547,17.7207
594-2,458B751E3A2C3846C0A80119,32.8824,31.5897,23.2645,19.6962,16.9859
6445-1,F5D85DF94203B17CC0A80133,31.7976,31.5877,23.2489,21.0245,12.1776
594-1,56FD42833A2AEEEBC0A80118,33.6482,31.5854,21.0131,17.1767,12.8686
5909-1,FD900349398F5973C0A80118,23.3703,31.5649,15.2973,13.3389,13.6614
5602-2,E7DA595748290B82C0A80132,24.0117,31.5646,13.8439,11.7802,0
1210-3,F20F1E194E3AF1B2C0A80135,24.5337,31.5641,16.3066,0,0
6976-2,3323591A41F83A10C0A80133,38.1873,31.5619,20.0109,20.409,12.5234
