fund_id,fund_key,NAV,NAV_1,NAV_3,NAV_5,NAV_10
4799-2,4E132D093B264886C0A801E1,159.1063,178.2299,89.7091,72.2851,18.3616
4829-1,475C4A383F916A88C0A80133,156.76,178.1698,91.3506,74.3758,19.3135
4733-4,98F0019139E73821C0A80118,158.8182,178.078,88.5347,71.3154,19.9805
4841-1,134203363F5DC1A7C0A80132,156.9571,177.8482,87.9602,73.0991,20.2609
4784-1,DE2901C93B22E671C0A80118,156.4947,177.174,90.5551,72.8503,17.3742
4701-7,BB3E1E993A156795C0A80118,153.8207,177.0151,87.8782,70.8908,19.4014
4812-1,972643C139D4E3BEC0A80119,155.3684,176.9702,89.4761,72.5751,18.6226
4797-7,7239575A3A230C9CC0A801E1,154.8444,176.6379,88.3482,70.7272,17.3464
4714-1,D43B360C398188DDC0A80118,154.6469,176.5987,90.1311,73.6341,19.9529
4832-1,985167FD3A34775EC0A801E1,155.4283,176.5534,85.832,69.3135,17.6702
4847-1,76BA579B40367376C0A80133,154.4034,176.3527,89.8802,73.3781,19.7677
4843-1,B6A333053C664227C0A80119,154.0671,176.3098,88.7087,72.6552,20.7818
4071-1,3F40232039B75764C0A801E1,154.1392,176.0859,89.608,73.1004,19.774
4824-1,0FC623D741369D14C0A80132,154.091,175.9525,88.9354,72.291,18.5035
4816-1,909A5E7E3A19D67EC0A801E1,156.3784,175.8661,88.3228,70.7602,19.2989
4817-1,D383121539CA9A9BC0A80151,153.7997,175.7017,89.2155,72.4351,18.4524
4846-2,CD0455B9402EE96FC0A80133,153.8524,175.6938,89.7252,73.9157,19.9157
4775-4,7F58626239E31F84C0A80119,153.8391,175.4957,87.8505,70.9262,16.0025
4761-1,08F36D7539D96374C0A80119,157.1185,175.3093,87.291,71.5102,17.1817
4823-1,02F13A923A53A518C0A801E0,153.3501,175.2888,88.7948,72.2708,18.6086
72-2,63F37509397C82E8C0A80119,177.8414,174.8747,119.2003,72.186,71.9145
4787-1,1C391F533A1D5E6DC0A801E1,152.4233,174.3567,87.8501,71.3032,17.0821
4837-1,5B1516CD3F1D885EC0A80134,154.032,174.335,87.6588,76.3022,22.1813
4833-1,E3614A1F407E9F94FFFFFFFF,166.1275,174.0026,93.0155,73.8779,23.8779
4776-2,79C71A7439DC8231C0A80119,151.2287,173.4726,86.1279,71.7157,18.5762
4756-2,869C04033A34B14FC0A80118,150.631,173.4293,86.3739,69.2638,15.707
4782-1,315212033A11F460C0A80118,151.9409,173.3076,85.7202,71.0717,19.2157
4768-1,77D94D3939D9FEDBC0A80119,150.8473,173.0391,86.1518,70.1124,15.9333
4763-4,EEDB44EA39D34CBCC0A80119,150.1577,172.0417,85.4293,68.3715,16.019
4750-1,71461D5639E2BE02C0A80119,150.0888,171.7153,84.5662,67.7941,14.8534
331-1,DB93611039D8A89AC0A80118,149.7447,171.6291,85.2346,68.3991,15.845
4754-3,2A8C033C39F83179C0A80118,150.5528,171.4499,86.8695,68.7585,14.5065
4731-1,EC1F6C1A39D265D6C0A80119,148.9092,170.9196,84.5587,68.164,13.9339
4729-2,3EA650B339A29B00C0A801E1,148.7654,170.708,83.4585,66.9565,13.2125
4725-1,73B5078C39FDD323C0A80119,148.2285,170.4791,83.7195,68.0641,13.3414
4753-2,57C8033E39FF2CC1C0A80119,148.4371,170.4538,83.8117,67.9199,16.0937
4955-1,7B17268E3E1EF411C0A80134,141.2215,170.4446,108.5736,62.9853,47.6259
4724-1,473B3E7A3FFC94ACC0A80133,147.9198,169.9127,83.5597,67.171,13.3619
4733-1,3A9F2E1739DBB7DDC0A80118,147.6388,169.6769,83.3342,67.1703,13.685
4722-1,317333483A22D641C0A801E0,146.9861,169.0373,83.0557,67.574,13.1721
4786-1,88213BE939DCEC47C0A80119,147.9578,167.9945,83.5545,66.079,17.0849
4827-1,74840F8B39D4A58CC0A80118,145.4402,167.7966,82.9961,76.4674,18.5685
4811-1,EB4F3B5839DCBE56C0A80119,143.4461,164.4459,82.124,66.5617,17.8521
208-2,CBF86AE43A42C364C0A80119,150.7158,162.7549,130.2519,127.644,62.9157
4728-1,9B2B3FD441756989C0A80134,140.2455,161.3617,78.8004,63.1909,11.7678
4682-5,FE3753FF3A20D2E0C0A801E0,174.6856,160.0584,95.6851,72.1758,2.3967
4062-9,8DCD15B63A75A893C0A80118,147.7624,158.9457,68.393,54.9479,42.5026
341-2,E1283F8C39DA1AFBC0A80118,160.7272,158.756,87.9061,71.2563,17.0193
341-3,E6AA6F6139E648B7C0A80118,151.369,158.4386,88.1994,71.6819,18.6329
1901-5,4E0254B747D6F8C5C0A80133,158.8232,157.9401,152.6281,130.2611,0
4773-1,D2D708D83A6B4144C0A80119,147.2428,156.6216,85.2207,66.8667,13.7993
5025-7,38B24D2E49E6E1B6C0A80146,134.4607,156.242,124.3268,126.2241,34.9527
4715-1,8B033F8C39DA7435C0A80118,135.4437,155.8441,76.0684,61.0573,11.4748
4747-1,C4141DA34235F9E0C0A80132,116.1066,153.2611,63.6875,23.2398,17.4969
5411-4,160F047343284115C0A80133,133.0931,153.1124,74.8248,60.0195,11.3869
4746-1,71E1173E3B5E8C42C0A80118,124.4679,152.4338,79.4086,92.0744,12.9046
5374-1,227436524B13F018C0A80134,150.5621,152.3753,149.3107,94.7017,0
4687-10,609F18EE39886733C0A80118,164.3627,150.9153,90.5413,68.5256,3.805
4785-1,71BE5EEF39D9C50CC0A80118,130.4068,148.5968,75.2954,60.6525,14.9541
1327-1,DB1762E1436688DFC0A80134,98.884,146.8504,41.6668,13.9678,19.7618
5284-1,B29E1CB742D4EC0CC0A80132,85.3345,146.2541,34.9323,18.7641,13.0115
5412-1,C2431F0942AC2A17C0A80132,126.9013,145.9544,71.4193,57.3169,9.9203
4772-1,39223B3F39DC332EC0A80118,129.0653,144.9182,72.0413,55.4775,13.5335
4849-1,04C02153405F78A4FFFFFFFF,126.0767,143.4406,72.9247,60.2452,18.8457
5074-1,DE5A13303D8B4ECDC0A801E0,128.9237,143.1023,73.9503,58.9176,26.1268
366-1,FA75104B39DB91F7C0A80118,140.2207,141.6338,91.5936,74.0972,18.7033
4798-1,84E425D439D50097C0A80118,117.5673,141.0373,69.9851,33.4989,28.6029
4753-3,C21F6F7A3A00103CC0A80119,121.6073,140.922,73.9623,65.5973,19.434
4762-1,4A3F04BF3BB02364C0A80118,153.1597,140.883,87.1974,67.8633,9.4397
4701-4,0921510F3A083D08C0A80118,71.265,139.7002,246.4391,179.6943,88.0689
4992-2,6F5E4FFE3A23467DC0A801E0,126.4858,139.2696,81.7778,72.1429,26.59
5112-1,AD2F02503A6B9AF3C0A80119,185.4275,138.9897,75.6755,79.7259,39.8076
1043-1,B7CA71023BAB7108C0A80119,145.0415,138.8734,88.1107,68.6793,18.5644
4752-4,07E815A53A1B4E64C0A80119,118.24,138.5768,68.3814,53.7205,12.1234
5212-4,38160F363DAE3FA6C0A80134,123.4502,138.1166,79.2328,67.5271,38.9429
4783-1,88F96F414177ACDDC0A80134,85.9516,136.5486,68.2082,29.775,18.6433
4954-1,E6F554433D49EBAEC0A801E0,120.7263,136.1538,71.3772,59.2578,24.1134
4730-1,C00165DB39D89A3CC0A80119,118.3103,135.9704,66.777,53.5563,11.0033
4764-2,1A33181E3A02111AC0A80119,134.0914,135.4428,73.3315,60.3126,20.5288
4844-1,145F21DB41793195C0A80134,128.2586,135.0671,49.9991,38.5862,30.1949
72-1,C5AB376A3974CFE1C0A801E0,139.2095,134.8541,102.3863,63.3363,35.7698
4851-1,ADD70B503E2E2CC6C0A80132,125.3629,134.6478,69.897,54.9922,23.2817
5287-1,00242601427C595AC0A80133,103.1173,133.7097,56.3371,18.5098,13.0819
5411-6,DED4504844312886C0A80134,116.0975,133.5449,65.3035,52.3951,0
4813-1,B4962B013B49F3D0C0A801E0,116.6011,133.3085,67.7954,56.2998,15.3546
4868-2,428C51993D6A84D6C0A801E2,138.5892,133.007,85.0896,68.0847,20.8188
5413-2,8FE85AAA4471C52DC0A80133,115.372,132.6962,64.9258,52.1038,0
5138-4,37A6149B3BDE0CACC0A80119,206.7972,132.5432,100.162,68.9695,23.8651
4980-1,7E6034F03973A048C0A801E0,146.6801,132.2446,97.1041,71.9208,24.8442
21-5,FD2403703E3273D5C0A80132,86.6636,131.6644,46.5322,32.3541,20.9475
4836-1,708B14AC39D40F80C0A80118,113.7231,130.3742,66.6525,52.6651,14.0349
4716-4,1485160A3A3A771AC0A801E1,141.7208,130.2534,78.0685,59.5918,5.2168
4837-3,C69A48DA3E383FA0C0A80132,114.5127,130.051,67.3569,58.4013,18.4232
1072-1,D4281BE43BBC774EC0A801E1,121.7995,129.8022,70.1316,56.8366,22.2724
5410-1,2076027A438CB746C0A80134,119.0868,128.8404,50.9986,75.9112,11.3187
5029-1,E7F446CE3A0F22B7C0A801E0,108.6605,127.4353,65.2635,56.4835,25.9932
4762-2,4A6004BF3BB02537C0A80118,138.794,127.2476,81.9448,64.6932,11.6163
5618-7,4C0209F33A342CBCC0A801E0,110.8018,126.8271,82.4336,43.1276,48.8057
317-1,84501E693F7C8217C0A80134,118.133,126.5986,40.8212,31.7333,17.682
460-1,7BAA562F39F9A2C4C0A80119,137.4384,126.5035,78.9743,61.6778,11.5353
4865-2,DF8349FD3A020009C0A80118,140.3172,126.4257,79.2388,45.8264,24.2493
4689-1,022A471539E4D58FC0A80119,137.1463,126.2435,76.3101,57.8547,4.0981
5549-2,8AF859DF43244F8EC0A80133,109.9487,126.1953,62.3815,51.777,11.9482
5252-2,E12212973B02015AC0A801E0,119.8419,125.9754,83.4125,71.8133,23.8391
5402-2,128905A539EFB71FC0A801E0,124.0877,125.1143,76.406,52.5656,51.6744
4879-2,1DAC6C5D39EED714C0A80119,110.9227,124.754,56.127,38.4864,28.4916
4890-1,ACE53DA63E566854C0A80132,106.5124,123.4089,64.7542,51.6452,22.0245
7509-2,80550B3940181790C0A80133,107.2754,122.848,64.9455,55.3083,19.8944
4807-7,407932783E234EE8C0A80132,106.588,122.587,59.996,48.1527,9.6837
5414-4,1080718343E323A4C0A80134,106.0501,121.9864,59.6544,47.8636,9.0278
4800-1,52642C8441FF0772C0A80134,106.715,121.8919,61.3235,49.5026,11.5475
4091-2,921543113C535D21C0A801E1,111.9717,120.7172,74.5399,58.8859,25.6218
4820-1,0F096D45397741B0C0A801E0,105.0231,119.368,60.4397,48.7385,13.1266
5361-1,104603AB4367CAA4C0A80134,92.4564,119.3464,51.2642,53.0408,13.6357
5463-2,3E61337644F74ECFC0A80132,103.3994,118.4576,59.1981,47.9682,0
4974-1,9FAB6B293A931B6AC0A801E0,118.7008,117.5585,65.0068,57.9406,34.5511
5427-1,5FDA481642862AC9C0A80132,126.311,117.3365,72.5521,56.9862,10.5751
4751-1,3709301939FDDC3AC0A80118,70.7809,117.3332,31.8381,18.1934,9.0245
1066-9,C3B05F383BBD5A74C0A801E1,95.9283,117.2341,92.1965,96.9612,54.1418
4856-3,2AB750AD3D27BD49C0A801E2,109.1412,117.0397,116.0121,22.7757,21.6113
5818-1,C91242FF3B38C2B3C0A80118,114.9725,116.1312,86.6461,56.3763,39.8162
7553-1,1CDB21233C07FB5EC0A80118,111.6575,115.6162,76.7026,66.107,28.8894
4097-1,B39521A33DC03C85C0A80132,98.6413,115.5141,61.5878,47.1931,26.9471
4607-1,93C374E33EB14B8CC0A80133,104.8596,115.1073,60.6122,48.4203,19.0219
5084-2,57A00EF93D8A3EA8C0A801E9,105.9163,114.2286,65.4412,53.8424,24.2699
4861-1,880F39963EBFFED5C0A80132,100.7758,113.8466,61.6353,48.7447,18.0503
5063-1,AFCE023F3BC205CEC0A80118,94.2853,113.7676,67.0772,63.2471,21.9877
4782-8,30A52A5E3AD923F3C0A801E1,111.6295,113.6513,61.0024,47.8572,21.3995
4774-2,29B95CC23A1EE3BCC0A80118,123.2276,113.3251,70.1348,54.3771,7.8824
767-1,0FD4640E3AA92717C0A801E1,51.9142,113.1891,82.1131,54.5061,41.8739
4067-5,972967CC39A679AAC0A801E0,169.5409,112.8722,80.2754,56.9011,16.4014
4061-1,0BCB3BE43E88075DC0A80132,104.675,112.6292,66.5421,52.6407,38.9513
4969-1,ACF0618E3E39E99DC0A80135,97.1302,112.1099,58.3896,49.1546,23.4407
4758-3,B56C6D7039D83684C0A80119,97.316,111.6682,55.0277,44.3941,9.7626
6214-3,F2EC02943D388F81C0A80118,142.315,111.36,63.7331,48.5315,58.1586
550-1,809013973A1C9300C0A80119,97.3908,110.7677,57.7441,47.9344,15.8647
4892-1,4E8F424039E4CA8CC0A80118,96.3212,110.3137,58.0886,49.4019,19.058
5253-3,C9AD565D39A1E33AC0A801E0,89.2168,110.1535,123.6724,58.4263,27.1192
4821-2,A2A6032E40524F1DC0A80134,118.2624,109.7,67.1059,52.3,10.8952
5213-1,419E239B3D6A7A1CC0A801E2,93.8204,108.9008,64.5787,51.436,26.2816
1054-1,E0F960493BAF49C2C0A801E0,114.1333,107.0354,65.1211,51.911,12.3053
4967-1,5E351E8C3DC7CC7EC0A80135,96.8564,106.9841,59.257,48.1407,19.0176
4891-1,5CBF14863F60A8B4C0A80133,102.8419,106.4354,52.5272,39.6417,22.15
5253-2,E62808EC39A07BC4C0A801E0,86.2513,106.3774,119.3603,56.5907,26.4382
4937-1,54B049A040341155C0A80133,94.7774,106.1636,58.132,51.3451,19.7898
4885-1,0E8B024A3C5F6F18C0A80118,94.9581,106.0164,58.6806,48.676,15.7205
4842-2,DC171B3041E95B45C0A80134,64.5675,105.9352,27.683,14.8089,11.3043
5198-7,730E18433D212FE2C0A80118,95.2226,105.4012,55.7105,44.087,25.0178
4743-1,9DF02AFC39D8F0E1C0A80118,95.6051,105.3064,54.2737,43.5141,8.7863
5253-4,CF22170139A473D6C0A801E0,85.161,104.9944,117.7842,55.9109,26.1777
5253-5,E78204D739A6F108C0A801E1,85.159,104.9925,117.7824,55.9092,26.1761
21-1,353F712C3B6F1FFBC0A801E1,68.6597,103.9972,49.9107,55.2751,38.897
4964-1,DCD35AB93C4CBFA0C0A801E0,147.4221,103.9725,66.1383,42.3796,16.1158
5198-8,7E2149123D2B8B97C0A801E0,91.0975,103.672,55.5917,44.5588,27.9866
5198-6,ACE610C93D0BB410C0A80119,91.7212,103.4713,53.785,44.6824,25.5095
4681-1,6283674639751521C0A801E0,88.1276,102.6993,47.594,37.9416,4.1517
5411-3,E8B139F5424D652BC0A80132,89.8104,102.6728,51.807,40.8591,13.0716
4943-1,27CC60A73A54B00BC0A80119,90.1212,102.592,53.5349,41.7609,17.1746
1318-1,7B0535CB3D751E9DC0A80119,90.1011,101.8878,57.3978,48.3337,19.8241
4802-3,506206C23A27B3C7C0A80119,109.6684,101.701,63.4185,49.9741,9.6823
423-2,029015CF39F0CFFCC0A80118,96.5787,101.5126,65.2107,53.2027,12.2124
521-2,E8BD66AD3DE0DC88C0A80133,119.0831,100.9341,51.8252,51.8445,19.3535
358-3,71984B6B39DE7B97C0A80118,110.0966,100.8019,67.6484,60.4609,48.7372
5035-1,A654419C3A2EF766C0A801E1,90.1271,100.6912,54.3662,45.7847,19.9079
5109-1,86C968DA3E2A2DFDC0A80135,89.4728,100.6083,55.9772,45.4766,20.3244
5185-5,47CF55703BC51D47C0A80119,151.8446,100.3181,73.939,53.4448,16.811
4867-1,7AED62CA3A50CFAEC0A801E1,87.8838,99.2139,53.4273,42.2062,15.6745
6448-2,61D45CEE42A0CAC6C0A80134,93.7123,98.5262,99.8035,7.6038,10.6647
594-6,117163A23D360AC1C0A80118,97.0112,98.1754,84.2089,56.1174,14.9594
4902-1,7A7C2CC73A86AE3CC0A80118,88.6737,98.1433,51.0448,42.0874,17.0726
139-9,F04C42343D45EEAAC0A801E2,59.1283,98.0673,70.2036,52.4227,44.1857
5295-6,1CEA2E6E44983997C0A80132,66.6647,97.9838,28.2767,17.1731,0
4900-2,19AA6B003B38CD25C0A80118,86.2196,97.578,53.8932,44.8524,15.4441
4857-1,C2584B6B39DE88FDC0A80118,88.3984,97.42,55.388,42.6915,16.9013
7000-3,A16102733CBFC5A5C0A801E1,96.403,97.3831,99.3379,101.3502,72.4696
5198-9,4D7A0D843D387CD4C0A801E2,85.61,97.2261,51.1387,41.6958,23.8975
4926-1,9E4F05943D3DF3BCC0A801E0,83.4748,95.2502,51.8349,44.3518,16.1168
4882-1,E0066CFF3FCE4678C0A80133,86.1301,94.6578,52.141,43.162,16.4126
4771-2,7AB53AF93A55F5CBC0A80118,102.4988,94.602,58.9009,45.2757,6.7632
1031-2,485918843BC74CBBC0A801E1,95.8632,94.5879,56.472,79.967,35.3416
5300-4,7F4A351A43F23E29C0A80133,59.4472,94.5425,29.3656,18.6683,10.7278
4852-1,17A16FAF39DBA528C0A80119,83.6146,94.397,49.0117,38.9646,15.0771
5671-1,CA2E4C68461A916DC0A80132,84.366,93.8079,40.6527,65.3162,0
4912-1,FE9B42123F12FB35C0A80132,83.9876,93.3401,49.4367,40.8728,15.702
488-1,EE9211483A01EAD3C0A80119,82.192,93.1957,47.3466,38.1743,11.8176
4834-1,3AD015153A6DCF33C0A801E0,81.2471,93.1945,45.814,36.0316,8.937
5002-1,7BF93C673CCF47D1C0A80119,79.139,93.1344,50.0412,27.9464,25.1224
4060-3,D3DF4ED239F36FA3C0A801E1,54.2791,93.1323,65.7066,17.4259,17.5078
4881-1,9957407240A5315CC0A80132,87.2359,93.0826,50.2405,40.5449,15.4761
4915-1,1BBB57203BAD2EB8C0A80118,82.034,93.0573,49.9197,41.7694,15.2248
4838-12,05192D3941B1F8E7C0A80133,55.0387,93.0552,24.8041,17.4917,12.445
4906-1,907F126A39E25706C0A80119,81.9562,92.9788,49.8396,41.6876,15.1388
