FundKey,ManagerKey,AsOfDate,NAV,NAV_1,NAV_3,NAV_5,NAV_10,NAV_15,NAV_ME,NAV_QE,NAV_YE
E3785C40574C735CC0A86FA6,E3695C40574C722EC0A86FA6,02/28/2015,,,,,,,,,
715B18E0576D0B3FC0A86FA6,713A18E0576D0A3EC0A86FA6,02/28/2015,,,,,,,,,
C95E05F35290EE29C0A80132,43A205ED52815685C0A80135,02/28/2015,9.66,10.0593,,,,,9.0933,8.9138,8.9138
02B4697954D16CAAC0A86FA6,43A205ED52815685C0A80135,02/28/2015,9.9932,,,,,,,,
9DC712973A19032FC0A80119,C620368B39789299C0A801E1,02/28/2015,13.9517,12.3165,7.5341,7.2215,5.12,,13.1519,13.6319,13.6319
4C5714673A2116C1C0A80119,C620368B39789299C0A801E1,02/28/2015,9.889,10.2791,8.2383,7.0758,5.5039,,9.3549,9.7473,9.7473
4C5A14673A211920C0A80119,C620368B39789299C0A801E1,02/28/2015,5.3169,4.9537,3.7952,4.1742,6.3078,,5.3751,5.3192,5.3192
4C5D14673A211A49C0A80119,C620368B39789299C0A801E1,02/28/2015,16.2536,14.9788,8.1732,5.6176,4.59,,16.0353,15.7957,15.7957
93FB30DA3A2EA084C0A801E1,C620368B39789299C0A801E1,02/28/2015,11.8872,11.0617,6.6684,6.5648,10.7029,,11.0318,12.1012,12.1012
0F8B25FE3B740FADC0A80118,C620368B39789299C0A801E1,02/28/2015,24.8201,22.1255,12.0061,11.6141,8.5643,,24.1823,23.1801,23.1801
2E4718A4426309F6C0A80133,F83B18A442630954C0A80133,02/28/2015,12.6263,12.8692,11.0359,11.422,,,12.3081,12.5581,12.5581
F7405996496BB110C0A80134,F83B18A442630954C0A80133,02/28/2015,42.2728,37.528,24.8531,19.9262,,,40.7846,40.6107,40.6107
672218A442633A99C0A80133,81CC18A442633A05C0A80133,02/28/2015,13.5216,12.5201,12.6047,11.2852,,,13.1382,13.0124,13.0124
452B08E7434564EAC0A80134,81CC18A442633A05C0A80133,02/28/2015,15.2902,15.1332,12.6777,11.9283,,,14.6291,14.8152,14.8152
F13F49F144FAAA53C0A80133,81CC18A442633A05C0A80133,02/28/2015,9.909,9.9627,12.0919,13.4473,,,9.6158,9.9149,9.9149
463001764B49A629C0A80132,81CC18A442633A05C0A80133,02/28/2015,8.7821,8.8127,9.1971,10.0364,,,8.7449,8.7644,8.7644
9E6C727F4263FA1EC0A80133,B3CD31424263F376C0A80133,02/28/2015,48.5142,42.4369,35.8331,17.5153,,,51.0073,53.9301,53.9301
7D2268CA45CCC3E5C0A80132,B3CD31424263F376C0A80133,02/28/2015,18.1879,14.5433,11.5343,8.3569,,,17.0747,17.2622,17.2622
58BC2CEA3D3D9937C0A801E2,DCE94A633B7ACC6DC0A801E0,02/28/2015,0.2828,1.0241,2.148,3.6544,18.482,,0.1813,0.34,0.34
