FundKey,ManagerKey,AsOfDate,NAV,NAV_1,NAV_3,NAV_5,NAV_10,NAV_15,NAV_ME,NAV_QE,NAV_YE
E3785C40574C735CC0A86FA6,E3695C40574C722EC0A86FA6,05/31/2016,9.9997,,,,,,,,
715B18E0576D0B3FC0A86FA6,713A18E0576D0A3EC0A86FA6,05/31/2016,,,,,,,,,
C95E05F35290EE29C0A80132,43A205ED52815685C0A80135,05/31/2016,11.2251,9.7609,,,,,10.9406,11.1711,11.3981
02B4697954D16CAAC0A86FA6,43A205ED52815685C0A80135,05/31/2016,9.0784,9.968,,,,,8.4872,9.8842,9.5444
9DC712973A19032FC0A80119,C620368B39789299C0A801E1,05/31/2016,12.896,14.0592,9.8377,7.7795,5.682,8.502,12.7892,12.6748,13.6563
4C5714673A2116C1C0A80119,C620368B39789299C0A801E1,05/31/2016,9.7702,10.0382,9.2785,8.3911,6.2117,7.2855,9.5282,9.7104,9.3647
4C5A14673A211920C0A80119,C620368B39789299C0A801E1,05/31/2016,5.4123,5.1848,4.37,4.2312,6.888,14.3023,5.3959,5.5093,4.9723
4C5D14673A211A49C0A80119,C620368B39789299C0A801E1,05/31/2016,12.9761,16.2199,12.2741,6.9905,4.85,8.82,13.2182,12.5817,14.6824
93FB30DA3A2EA084C0A801E1,C620368B39789299C0A801E1,05/31/2016,11.3681,12.3826,9.0943,7.2526,13.3273,9.8748,10.8719,10.4938,11.8705
0F8B25FE3B740FADC0A80118,C620368B39789299C0A801E1,05/31/2016,21.6842,26.4949,16.9836,12.7696,9.9529,,21.1393,20.9984,23.7772
2E4718A4426309F6C0A80133,F83B18A442630954C0A80133,05/31/2016,11.525,12.2718,11.393,11.9661,10.8841,,11.4044,11.4638,11.2897
F7405996496BB110C0A80134,F83B18A442630954C0A80133,05/31/2016,38.865,41.9172,29.0342,23.9022,,,41.0475,40.1108,37.986
672218A442633A99C0A80133,81CC18A442633A05C0A80133,05/31/2016,13.3112,14.0817,12.1542,13.498,11.6093,,13.4997,13.1937,12.7881
452B08E7434564EAC0A80134,81CC18A442633A05C0A80133,05/31/2016,15.0269,15.6434,13.7935,12.9065,11.7627,,14.7473,14.9162,14.6869
F13F49F144FAAA53C0A80133,81CC18A442633A05C0A80133,05/31/2016,7.9478,9.4851,9.9883,13.7362,,,8.2611,7.8138,7.2979
463001764B49A629C0A80132,81CC18A442633A05C0A80133,05/31/2016,8.5919,8.6953,8.9118,9.4437,,,8.6326,8.6215,8.5967
9E6C727F4263FA1EC0A80133,B3CD31424263F376C0A80133,05/31/2016,45.4121,47.3867,27.1915,34.5537,9.1918,,46.2982,46.42,45.7009
7D2268CA45CCC3E5C0A80132,B3CD31424263F376C0A80133,05/31/2016,16.8841,18.1192,12.6978,10.6979,,,16.4055,17.0133,16.6118
58BC2CEA3D3D9937C0A801E2,DCE94A633B7ACC6DC0A801E0,05/31/2016,-1.2433,-0.2294,1.4479,2.8984,24.666,,-1.1835,-1.1199,-0.7257
5D062CEA3D3D9977C0A801E2,DCE94A633B7ACC6DC0A801E0,05/31/2016,-1.3503,-0.2761,1.5046,3.0384,26.3027,,-1.2869,-1.2196,-0.802
5D082CEA3D3D9998C0A801E2,DCE94A633B7ACC6DC0A801E0,05/31/2016,-1.0921,-0.1104,1.5173,2.9151,24.3247,,-1.0343,-0.9728,-0.5908
5D0A2CEA3D3D99B6C0A801E2,DCE94A633B7ACC6DC0A801E0,05/31/2016,-1.2314,-0.2178,1.4579,2.9091,24.604,,-1.1716,-1.1081,-0.714
5D0C2CEA3D3D99D7C0A801E2,DCE94A633B7ACC6DC0A801E0,05/31/2016,-1.2407,-0.1979,1.5188,3.0194,24.863,,-1.1792,-1.1138,-0.7083
5D0E2CEA3D3D99F7C0A801E2,DCE94A633B7ACC6DC0A801E0,05/31/2016,-1.2423,-0.2284,1.4481,2.8994,24.6178,,-1.1825,-1.1189,-0.7247
5D102CEA3D3D9A17C0A801E2,DCE94A633B7ACC6DC0A801E0,05/31/2016,-1.0931,-0.1114,1.5164,2.9142,24.3196,,-1.0352,-0.9737,-0.5917
5D132CEA3D3D9A3EC0A801E2,DCE94A633B7ACC6DC0A801E0,05/31/2016,-1.2206,-0.2145,1.4491,2.8893,24.4424,,-1.1612,-1.0982,-0.707
5D152CEA3D3D9A5FC0A801E2,DCE94A633B7ACC6DC0A801E0,05/31/2016,-1.1812,-0.1833,1.468,2.8949,24.3733,,-1.1224,-1.0598,-0.6717
5DAD2CEA3D3D9A7FC0A801E2,DCE94A633B7ACC6DC0A801E0,05/31/2016,-1.0569,-0.0905,1.5122,2.8876,24.0071,,-1.0,-0.9394,-0.5633
3BD339CB44DB57EEC0A80133,DCE94A633B7ACC6DC0A801E0,05/31/2016,48.024,59.6871,64.4804,82.7936,,,45.756,42.2661,40.1011
57A039CB44DB5928C0A80133,DCE94A633B7ACC6DC0A801E0,05/31/2016,-0.048,-0.0097,0.2714,0.7256,,,-0.0448,-0.0495,-0.0388
B1B951DA4264F505C0A80134,B1A351DA4264F4BAC0A80134,05/31/2016,20.7004,22.2382,17.7535,13.5806,12.9093,,20.5136,20.3735,20.7173
04FF56A03B7D68A5C0A801E1,04EF56A03B7D67E2C0A801E1,05/31/2016,5.2783,6.2849,6.4844,6.7403,8.1232,,5.2703,5.3698,5.5582
76145A313DA447D7C0A80135,04EF56A03B7D67E2C0A801E1,05/31/2016,7.1243,8.5028,10.1352,10.7725,16.8783,,7.0565,7.0503,7.3914
F33809904D46E179C0A80134,04EF56A03B7D67E2C0A801E1,05/31/2016,14.5562,17.9297,12.0948,11.6635,,,14.3429,13.9194,15.8302
0AF130FE4F417D22C0A80134,04EF56A03B7D67E2C0A801E1,05/31/2016,13.4467,12.9615,11.5475,,,,13.3587,13.4322,12.9429
D3E12CA950C73321C0A80134,04EF56A03B7D67E2C0A801E1,05/31/2016,12.4049,14.465,11.5782,,,,12.2505,12.5617,13.1121
4D7D01113D6853F8C0A801E0,04EF56A03B7D67E2C0A801E1,05/31/2016,17.6523,19.3661,16.715,13.8504,14.3068,,17.5424,19.2573,19.0886
54635B693D8F878FC0A80132,04EF56A03B7D67E2C0A801E1,05/31/2016,19.1694,22.9637,21.8922,21.1766,22.7101,,19.1039,20.3016,20.5304
