FundKey,ManagerKey,AsOfDate,NAV,NAV_1,NAV_3,NAV_5,NAV_10,NAV_15,NAV_ME,NAV_QE,NAV_YE
E3785C40574C735CC0A86FA6,E3695C40574C722EC0A86FA6,08/31/2015,,,,,,,,,
715B18E0576D0B3FC0A86FA6,713A18E0576D0A3EC0A86FA6,08/31/2015,,,,,,,,,
C95E05F35290EE29C0A80132,43A205ED52815685C0A80135,08/31/2015,10.237,11.2071,,,,,10.5387,9.5882,8.9138
02B4697954D16CAAC0A86FA6,43A205ED52815685C0A80135,08/31/2015,9.9429,,,,,,9.9514,9.9598,
9DC712973A19032FC0A80119,C620368B39789299C0A801E1,08/31/2015,12.7053,12.7696,7.8648,6.8669,5.5808,,13.347,13.5984,13.6319
4C5714673A2116C1C0A80119,C620368B39789299C0A801E1,08/31/2015,9.4818,10.0741,8.5179,7.2732,5.8401,,9.5199,9.7592,9.7473
4C5A14673A211920C0A80119,C620368B39789299C0A801E1,08/31/2015,4.7919,5.2879,3.7098,4.1438,7.1631,,4.9834,4.8965,5.3192
4C5D14673A211A49C0A80119,C620368B39789299C0A801E1,08/31/2015,15.1362,14.8705,10.1068,5.2897,5.0535,,15.5999,15.4297,15.7957
93FB30DA3A2EA084C0A801E1,C620368B39789299C0A801E1,08/31/2015,11.8422,11.414,6.7469,5.7034,11.3876,,12.5818,12.4078,12.1012
0F8B25FE3B740FADC0A80118,C620368B39789299C0A801E1,08/31/2015,24.2304,22.7785,13.6498,10.8612,9.9544,,24.7763,25.5522,23.1801
2E4718A4426309F6C0A80133,F83B18A442630954C0A80133,08/31/2015,11.4915,12.8533,10.7141,9.8153,10.1522,,12.19,12.0772,12.5581
F7405996496BB110C0A80134,F83B18A442630954C0A80133,08/31/2015,38.0259,39.4349,25.3284,18.673,,,39.3983,41.013,40.6107
672218A442633A99C0A80133,81CC18A442633A05C0A80133,08/31/2015,12.5524,13.3205,11.7497,11.5359,10.4586,,13.3632,13.5657,13.0124
452B08E7434564EAC0A80134,81CC18A442633A05C0A80133,08/31/2015,14.2883,15.4875,12.3284,11.0138,,,15.345,15.2182,14.8152
F13F49F144FAAA53C0A80133,81CC18A442633A05C0A80133,08/31/2015,7.6253,11.4746,9.7821,12.5314,,,8.5327,9.1399,9.9149
463001764B49A629C0A80132,81CC18A442633A05C0A80133,08/31/2015,8.648,8.9189,9.0266,9.7035,,,8.6547,8.6923,8.7644
9E6C727F4263FA1EC0A80133,B3CD31424263F376C0A80133,08/31/2015,36.6742,52.0753,29.4735,22.4512,9.9631,,42.4679,47.6017,53.9301
7D2268CA45CCC3E5C0A80132,B3CD31424263F376C0A80133,08/31/2015,16.6107,16.6021,12.7378,8.5058,,,17.6538,17.8534,17.2622
58BC2CEA3D3D9937C0A801E2,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.3236,0.9293,1.7199,2.9063,16.5427,,-0.2606,-0.2544,0.34
5D062CEA3D3D9977C0A801E2,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.376,0.9574,1.7924,3.0472,18.1432,,-0.3092,-0.3025,0.3282
5D082CEA3D3D9998C0A801E2,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.2012,1.0208,1.7778,2.921,16.3596,,-0.1403,-0.1344,0.4427
5D0A2CEA3D3D99B6C0A801E2,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.3119,0.9387,1.7301,2.9169,16.3834,,-0.2489,-0.2427,0.3512
5D0C2CEA3D3D99D7C0A801E2,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.2946,0.9786,1.8003,3.027,16.337,,-0.2298,-0.2235,0.3854
5D0E2CEA3D3D99F7C0A801E2,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.3226,0.9289,1.7203,2.9073,16.3597,,-0.2596,-0.2534,0.3408
5D102CEA3D3D9A17C0A801E2,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.2022,1.0198,1.7768,2.9201,16.3833,,-0.1412,-0.1354,0.4418
5D132CEA3D3D9A3EC0A801E2,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.3079,0.934,1.7191,2.8969,16.3592,,-0.2454,-0.2393,0.3504
5D152CEA3D3D9A5FC0A801E2,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.2758,0.9587,1.7353,2.902,16.3281,,-0.2138,-0.2078,0.3776
5DAD2CEA3D3D9A7FC0A801E2,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.1798,1.0243,1.7684,2.8931,16.0227,,-0.1198,-0.1141,0.4542
3BD339CB44DB57EEC0A80133,DCE94A633B7ACC6DC0A801E0,08/31/2015,48.9296,69.0099,53.5606,75.0891,,,59.0245,54.0266,70.2921
57A039CB44DB5928C0A80133,DCE94A633B7ACC6DC0A801E0,08/31/2015,-0.0274,0.0993,0.3134,0.8304,,,0.0078,0.0202,0.0863
B1B951DA4264F505C0A80134,B1A351DA4264F4BAC0A80134,08/31/2015,20.386,22.2876,14.2958,11.6286,10.8888,,21.1178,21.197,22.427
04FF56A03B7D68A5C0A801E1,04EF56A03B7D67E2C0A801E1,08/31/2015,6.2092,6.3082,5.7222,5.6728,7.6552,,6.5088,6.4155,5.9659
76145A313DA447D7C0A80135,04EF56A03B7D67E2C0A801E1,08/31/2015,7.8264,8.9101,8.9011,9.0718,20.6612,,8.4479,8.5342,7.8723
F33809904D46E179C0A80134,04EF56A03B7D67E2C0A801E1,08/31/2015,16.2427,15.4036,10.1578,,,,17.4053,17.149,15.8693
0AF130FE4F417D22C0A80134,04EF56A03B7D67E2C0A801E1,08/31/2015,12.4556,13.037,10.4852,,,,12.8097,12.6843,13.1665
D3E12CA950C73321C0A80134,04EF56A03B7D67E2C0A801E1,08/31/2015,13.7486,12.8864,,,,,14.53,14.2911,13.878
4D7D01113D6853F8C0A801E0,04EF56A03B7D67E2C0A801E1,08/31/2015,18.5527,17.0914,13.2594,10.5186,13.8653,,19.0437,18.7273,19.3355
54635B693D8F878FC0A80132,04EF56A03B7D67E2C0A801E1,08/31/2015,22.0399,22.3743,19.6792,18.0984,22.2356,,22.6031,22.8345,22.3616
5E615B693D8F8CD8C0A80132,04EF56A03B7D67E2C0A801E1,08/31/2015,19.437,24.3416,18.2093,16.5011,17.9997,,21.1177,21.9429,23.5515
8BAF5C524926EB6BC0A80134,8BED06B942681CCEC0A80133,08/31/2015,18.2076,20.6199,15.2762,12.4856,,,19.3054,19.3101,18.9626
309501014CD5FAE3C0A80133,8BED06B942681CCEC0A80133,08/31/2015,17.3307,17.237,12.3498,,,,18.3367,17.5487,17.3279
AE9D597B502AACC7C0A80134,8BED06B942681CCEC0A80133,08/31/2015,12.1517,13.4888,9.8884,,,,12.8231,12.4244,12.4743
A95E1B9E42695784C0A80133,A9481B9E4269573FC0A80133,08/31/2015,17.6825,18.1896,13.0305,12.1676,11.077,,18.2271,17.8908,17.7214
90813788428A9A21C0A80133,A9481B9E4269573FC0A80133,08/31/2015,16.8708,15.8911,11.2291,9.2114,10.2685,,17.5373,17.2491,16.229
C30831A0561E62E0C0A86FA6,0A8A336F3B7FA82CC0A80119,08/31/2015,,,,,,,,,
5EBB55EE3978C9E2C0A801E0,5D2555EE3978C897C0A801E0,08/31/2015,10.5275,12.0473,9.1205,7.3917,8.2308,9.9358,11.1335,11.4204,11.8721
98B2066C397F3904C0A80119,5D2555EE3978C897C0A801E0,08/31/2015,12.6133,14.9121,11.2612,8.9661,11.1946,10.8861,13.1493,13.4643,14.1474
120054BD397F5B41C0A80118,5D2555EE3978C897C0A801E0,08/31/2015,11.2245,13.1652,9.5512,8.065,13.1657,9.97,12.0191,12.2316,12.7757
142C5B8D3B813DFBC0A801E0,071B5B8D3B813957C0A801E0,08/31/2015,24.9662,23.9534,19.6131,17.0053,14.6952,,25.5538,25.1762,24.6603
B0C54D2E4BD370D6C0A80133,30662A91426C269EC0A80134,08/31/2015,16.8545,18.6294,10.7096,7.9801,,,17.9707,17.7606,17.3387
30A56967426D5681C0A80132,308F6967426D562CC0A80132,08/31/2015,20.3946,20.3266,16.972,11.6672,10.731,,21.3602,21.1018,20.5781
C7CC4028426DA7FAC0A80133,B93F4028426DA729C0A80133,08/31/2015,12.555,13.4653,11.6567,11.495,11.1434,,13.1173,13.6995,13.8379
B9091E1A426ECF49C0A80132,92891E1A426ECDECC0A80132,08/31/2015,35.326,28.3204,17.8791,13.0858,11.9159,,36.6182,33.3261,26.0979
D316068743EF5888C0A80134,92891E1A426ECDECC0A80132,08/31/2015,10.0221,11.259,11.489,13.7125,,,10.1665,10.2826,11.1102
FBC870DD443BD091C0A80133,92891E1A426ECDECC0A80132,08/31/2015,9.3492,9.6317,7.4401,6.7121,,,9.1803,9.9137,8.944
347202B344452676C0A80132,92891E1A426ECDECC0A80132,08/31/2015,5.238,5.8596,5.1752,4.4417,,,5.2683,5.3303,5.5706
6A4B1CCB44479DE1C0A80133,92891E1A426ECDECC0A80132,08/31/2015,8.2331,8.9686,8.3243,8.5086,,,8.341,8.4048,8.622
6AA574F644491D50C0A80133,92891E1A426ECDECC0A80132,08/31/2015,6.8748,10.0129,14.5924,14.1275,,,6.6387,7.458,7.924
