FundKey,ManagerKey,AsOfDate,NAV,NAV_1,NAV_3,NAV_5,NAV_10,NAV_15,NAV_ME,NAV_QE,NAV_YE
E3785C40574C735CC0A86FA6,E3695C40574C722EC0A86FA6,09/30/2015,,,,,,,,,
715B18E0576D0B3FC0A86FA6,713A18E0576D0A3EC0A86FA6,09/30/2015,,,,,,,,,
C95E05F35290EE29C0A80132,43A205ED52815685C0A80135,09/30/2015,10.0913,10.3644,,,,,10.237,9.5882,8.9138
02B4697954D16CAAC0A86FA6,43A205ED52815685C0A80135,09/30/2015,10.006,,,,,,9.9429,9.9598,
9DC712973A19032FC0A80119,C620368B39789299C0A801E1,09/30/2015,12.1203,12.482,8.1257,7.5527,5.6756,,12.7053,13.5984,13.6319
4C5714673A2116C1C0A80119,C620368B39789299C0A801E1,09/30/2015,9.1407,9.9957,8.8364,7.5961,5.862,,9.4818,9.7592,9.7473
4C5A14673A211920C0A80119,C620368B39789299C0A801E1,09/30/2015,4.8333,5.0368,3.7359,4.2849,7.5935,,4.7919,4.8965,5.3192
4C5D14673A211A49C0A80119,C620368B39789299C0A801E1,09/30/2015,13.5914,14.7526,10.5151,5.8979,5.2574,,15.1362,15.4297,15.7957
93FB30DA3A2EA084C0A801E1,C620368B39789299C0A801E1,09/30/2015,11.3272,11.3952,6.8354,6.1492,11.5773,,11.8422,12.4078,12.1012
0F8B25FE3B740FADC0A80118,C620368B39789299C0A801E1,09/30/2015,22.8056,22.191,14.1497,11.5556,10.1424,,24.2304,25.5522,23.1801
2E4718A4426309F6C0A80133,F83B18A442630954C0A80133,09/30/2015,11.0922,12.5984,10.8105,10.7233,10.104,,11.4915,12.0772,12.5581
F7405996496BB110C0A80134,F83B18A442630954C0A80133,09/30/2015,37.695,37.4301,25.6713,20.315,,,38.0259,41.013,40.6107
672218A442633A99C0A80133,81CC18A442633A05C0A80133,09/30/2015,12.1458,12.4898,12.5953,12.7002,10.8857,,12.5524,13.5657,13.0124
452B08E7434564EAC0A80134,81CC18A442633A05C0A80133,09/30/2015,13.8501,15.0427,12.7026,11.8338,,,14.2883,15.2182,14.8152
F13F49F144FAAA53C0A80133,81CC18A442633A05C0A80133,09/30/2015,7.1555,10.5745,10.4158,13.7208,,,7.6253,9.1399,9.9149
463001764B49A629C0A80132,81CC18A442633A05C0A80133,09/30/2015,8.6187,8.8505,9.0498,9.6709,,,8.648,8.6923,8.7644
9E6C727F4263FA1EC0A80133,B3CD31424263F376C0A80133,09/30/2015,34.6958,52.8232,30.5206,27.8936,9.9549,,36.6742,47.6017,53.9301
7D2268CA45CCC3E5C0A80132,B3CD31424263F376C0A80133,09/30/2015,16.3716,16.3925,13.0009,9.0718,,,16.6107,17.8534,17.2622
58BC2CEA3D3D9937C0A801E2,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.4054,0.9161,1.4178,3.9734,19.6753,,-0.3236,-0.2544,0.34
5D062CEA3D3D9977C0A801E2,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.4626,0.9423,1.4714,4.177,21.1949,,-0.376,-0.3025,0.3282
5D082CEA3D3D9998C0A801E2,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.2804,1.0068,1.4833,3.9568,19.5048,,-0.2012,-0.1344,0.4427
5D0A2CEA3D3D99B6C0A801E2,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.3936,0.9258,1.4283,3.984,19.5331,,-0.3119,-0.2427,0.3512
5D0C2CEA3D3D99D7C0A801E2,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.3787,0.9677,1.492,4.1256,19.4818,,-0.2946,-0.2235,0.3854
5D0E2CEA3D3D99F7C0A801E2,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.4044,0.9159,1.4184,3.9743,19.5049,,-0.3226,-0.2534,0.3408
5D102CEA3D3D9A17C0A801E2,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.2813,1.0058,1.4824,3.956,19.533,,-0.2022,-0.1354,0.4418
5D132CEA3D3D9A3EC0A801E2,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.3891,0.9211,1.4195,3.9562,19.5044,,-0.3079,-0.2393,0.3504
5D152CEA3D3D9A5FC0A801E2,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.3563,0.9455,1.4375,3.9535,19.4737,,-0.2758,-0.2078,0.3776
5DAD2CEA3D3D9A7FC0A801E2,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.2578,1.0103,1.4783,3.9133,19.2168,,-0.1798,-0.1141,0.4542
3BD339CB44DB57EEC0A80133,DCE94A633B7ACC6DC0A801E0,09/30/2015,47.7507,65.1819,54.5235,81.9438,,,48.9296,54.0266,70.2921
57A039CB44DB5928C0A80133,DCE94A633B7ACC6DC0A801E0,09/30/2015,-0.0301,0.0923,0.33,0.807,,,-0.0274,0.0202,0.0863
B1B951DA4264F505C0A80134,B1A351DA4264F4BAC0A80134,09/30/2015,19.7529,21.4033,14.2623,12.6897,11.7624,,20.386,21.197,22.427
04FF56A03B7D68A5C0A801E1,04EF56A03B7D67E2C0A801E1,09/30/2015,5.5953,5.7256,5.6486,6.0343,7.5769,,6.2092,6.4155,5.9659
76145A313DA447D7C0A80135,04EF56A03B7D67E2C0A801E1,09/30/2015,7.163,8.5134,8.6903,9.7134,18.255,,7.8264,8.5342,7.8723
