FundKey,ManagerKey,AsOfDate,NAV,NAV_1,NAV_3,NAV_5,NAV_10,NAV_15,NAV_ME,NAV_QE,NAV_YE
E3785C40574C735CC0A86FA6,E3695C40574C722EC0A86FA6,03/31/2016,,,,,,,,,
715B18E0576D0B3FC0A86FA6,713A18E0576D0A3EC0A86FA6,03/31/2016,,,,,,,,,
C95E05F35290EE29C0A80132,43A205ED52815685C0A80135,03/31/2016,11.1711,9.2496,,,,,10.3426,11.3981,11.3981
02B4697954D16CAAC0A86FA6,43A205ED52815685C0A80135,03/31/2016,9.8842,9.9847,,,,,8.7863,9.5444,9.5444
9DC712973A19032FC0A80119,C620368B39789299C0A801E1,03/31/2016,12.6748,13.7652,9.0867,7.6749,6.1843,7.3557,12.0072,13.6563,13.6563
4C5714673A2116C1C0A80119,C620368B39789299C0A801E1,03/31/2016,9.7104,9.6439,9.0081,7.9731,6.5572,7.0718,9.2198,9.3647,9.3647
4C5A14673A211920C0A80119,C620368B39789299C0A801E1,03/31/2016,5.5093,5.2499,4.1913,4.4887,7.341,10.2087,5.2162,4.9723,4.9723
4C5D14673A211A49C0A80119,C620368B39789299C0A801E1,03/31/2016,12.5817,16.2651,10.9861,6.2875,5.5975,6.9139,12.3406,14.6824,14.6824
93FB30DA3A2EA084C0A801E1,C620368B39789299C0A801E1,03/31/2016,10.4938,11.8787,8.2556,7.1156,13.5634,9.1114,9.8386,11.8705,11.8705
0F8B25FE3B740FADC0A80118,C620368B39789299C0A801E1,03/31/2016,20.9984,25.0118,16.0918,12.0513,10.9244,,20.4433,23.7772,23.7772
2E4718A4426309F6C0A80133,F83B18A442630954C0A80133,03/31/2016,11.4638,12.3748,11.0271,12.3707,10.9691,,11.1052,11.2897,11.2897
F7405996496BB110C0A80134,F83B18A442630954C0A80133,03/31/2016,40.1108,41.6067,26.9368,23.2507,,,37.1352,37.986,37.986
672218A442633A99C0A80133,81CC18A442633A05C0A80133,03/31/2016,13.1937,13.1152,12.3598,13.7225,11.5743,,12.4308,12.7881,12.7881
452B08E7434564EAC0A80134,81CC18A442633A05C0A80133,03/31/2016,14.9162,14.8862,13.618,12.7782,12.0148,,14.1869,14.6869,14.6869
F13F49F144FAAA53C0A80133,81CC18A442633A05C0A80133,03/31/2016,7.8138,9.4504,10.4028,14.552,,,6.8104,7.2979,7.2979
463001764B49A629C0A80132,81CC18A442633A05C0A80133,03/31/2016,8.6215,8.7433,8.9103,9.5679,,,8.5973,8.5967,8.5967
9E6C727F4263FA1EC0A80133,B3CD31424263F376C0A80133,03/31/2016,46.42,49.0097,25.149,35.2622,10.2023,,42.8517,45.7009,45.7009
7D2268CA45CCC3E5C0A80132,B3CD31424263F376C0A80133,03/31/2016,17.0133,17.8787,12.5829,10.597,,,15.5464,16.6118,16.6118
58BC2CEA3D3D9937C0A801E2,DCE94A633B7ACC6DC0A801E0,03/31/2016,-1.1199,0.0867,1.8122,2.9787,24.3217,,-1.0789,-0.7257,-0.7257
5D062CEA3D3D9977C0A801E2,DCE94A633B7ACC6DC0A801E0,03/31/2016,-1.2196,0.0588,1.8914,3.1234,25.9527,,-1.1761,-0.802,-0.802
5D082CEA3D3D9998C0A801E2,DCE94A633B7ACC6DC0A801E0,03/31/2016,-0.9728,0.196,1.872,2.9925,24.1155,,-0.9332,-0.5908,-0.5908
5D0A2CEA3D3D99B6C0A801E2,DCE94A633B7ACC6DC0A801E0,03/31/2016,-1.1081,0.0983,1.8219,2.9894,24.2205,,-1.0671,-0.714,-0.714
5D0C2CEA3D3D99D7C0A801E2,DCE94A633B7ACC6DC0A801E0,03/31/2016,-1.1138,0.1274,1.891,3.1021,24.1672,,-1.0717,-0.7083,-0.7083
5D0E2CEA3D3D99F7C0A801E2,DCE94A633B7ACC6DC0A801E0,03/31/2016,-1.1189,0.0877,1.8122,2.9797,24.2387,,-1.0779,-0.7247,-0.7247
5D102CEA3D3D9A17C0A801E2,DCE94A633B7ACC6DC0A801E0,03/31/2016,-0.9737,0.1951,1.871,2.9916,24.1091,,-0.9342,-0.5917,-0.5917
5D132CEA3D3D9A3EC0A801E2,DCE94A633B7ACC6DC0A801E0,03/31/2016,-1.0982,0.0992,1.8104,2.969,24.0821,,-1.0575,-0.707,-0.707
5D152CEA3D3D9A5FC0A801E2,DCE94A633B7ACC6DC0A801E0,03/31/2016,-1.0598,0.128,1.8269,2.9738,24.0524,,-1.0195,-0.6717,-0.6717
5DAD2CEA3D3D9A7FC0A801E2,DCE94A633B7ACC6DC0A801E0,03/31/2016,-0.9394,0.2112,1.8616,2.9637,23.819,,-0.9005,-0.5633,-0.5633
3BD339CB44DB57EEC0A80133,DCE94A633B7ACC6DC0A801E0,03/31/2016,42.2661,69.5044,58.9013,96.792,,,38.9218,40.1011,40.1011
57A039CB44DB5928C0A80133,DCE94A633B7ACC6DC0A801E0,03/31/2016,-0.0495,0.0964,0.3338,0.8278,,,-0.0435,-0.0388,-0.0388
B1B951DA4264F505C0A80134,B1A351DA4264F4BAC0A80134,03/31/2016,20.3735,21.9931,16.298,13.9166,12.859,,19.285,20.7173,20.7173
04FF56A03B7D68A5C0A801E1,04EF56A03B7D67E2C0A801E1,03/31/2016,5.3698,6.2446,6.4639,6.6838,8.377,,5.0338,5.5582,5.5582
76145A313DA447D7C0A80135,04EF56A03B7D67E2C0A801E1,03/31/2016,7.0503,8.4804,10.3641,10.4507,18.1419,,6.6904,7.3914,7.3914
F33809904D46E179C0A80134,04EF56A03B7D67E2C0A801E1,03/31/2016,13.9194,18.1273,11.4183,10.8413,,,13.8389,15.8302,15.8302
0AF130FE4F417D22C0A80134,04EF56A03B7D67E2C0A801E1,03/31/2016,13.4322,12.8509,11.4641,,,,12.8793,12.9429,12.9429
D3E12CA950C73321C0A80134,04EF56A03B7D67E2C0A801E1,03/31/2016,12.5617,14.4404,11.2764,,,,12.1274,13.1121,13.1121
4D7D01113D6853F8C0A801E0,04EF56A03B7D67E2C0A801E1,03/31/2016,19.2573,19.9421,16.6393,13.498,14.5929,,18.6204,19.0886,19.0886
54635B693D8F878FC0A80132,04EF56A03B7D67E2C0A801E1,03/31/2016,20.3016,23.3007,22.4831,21.3462,23.3087,,19.2213,20.5304,20.5304
5E615B693D8F8CD8C0A80132,04EF56A03B7D67E2C0A801E1,03/31/2016,18.5151,23.404,19.0532,20.4894,18.6654,,17.6933,18.473,18.473
8BAF5C524926EB6BC0A80134,8BED06B942681CCEC0A80133,03/31/2016,16.4527,18.3672,18.3675,16.2227,,,15.2137,17.7698,17.7698
309501014CD5FAE3C0A80133,8BED06B942681CCEC0A80133,03/31/2016,17.1744,17.1681,12.7157,10.9946,,,15.8454,18.0159,18.0159
AE9D597B502AACC7C0A80134,8BED06B942681CCEC0A80133,03/31/2016,13.0988,12.4389,11.0941,,,,12.2788,12.6771,12.6771
A95E1B9E42695784C0A80133,A9481B9E4269573FC0A80133,03/31/2016,17.8746,17.5199,14.9114,15.1784,12.7617,,16.961,17.9538,17.9538
90813788428A9A21C0A80133,A9481B9E4269573FC0A80133,03/31/2016,17.5641,16.6276,12.5251,10.9013,10.1338,,16.7877,17.3737,17.3737
C30831A0561E62E0C0A86FA6,0A8A336F3B7FA82CC0A80119,03/31/2016,9.5781,,,,,,9.0306,9.5684,9.5684
5EBB55EE3978C9E2C0A801E0,5D2555EE3978C897C0A801E0,03/31/2016,10.4049,11.7382,10.1068,9.6134,9.2802,6.1947,9.7507,10.0172,10.0172
98B2066C397F3904C0A80119,5D2555EE3978C897C0A801E0,03/31/2016,12.5559,13.877,12.4274,11.9715,11.6203,10.1526,11.8268,12.0632,12.0632
120054BD397F5B41C0A80118,5D2555EE3978C897C0A801E0,03/31/2016,11.1826,12.7011,10.8755,10.5019,14.2055,10.1014,10.3629,10.9038,10.9038
142C5B8D3B813DFBC0A801E0,071B5B8D3B813957C0A801E0,03/31/2016,26.9772,27.1802,21.4671,18.0195,16.0477,,26.1306,25.5068,25.5068
B0C54D2E4BD370D6C0A80133,30662A91426C269EC0A80134,03/31/2016,16.7994,17.4858,11.7901,9.2228,,,15.7649,18.333,18.333
30A56967426D5681C0A80132,308F6967426D562CC0A80132,03/31/2016,21.5653,21.246,16.8538,14.1967,12.1284,,20.2343,21.1079,21.1079
C7CC4028426DA7FAC0A80133,B93F4028426DA729C0A80133,03/31/2016,12.8733,13.7449,12.2414,14.1468,13.3419,,12.038,12.2645,12.2645
B9091E1A426ECF49C0A80132,92891E1A426ECDECC0A80132,03/31/2016,33.8506,28.8538,19.6441,18.1809,13.0452,,31.6027,35.8668,35.8668
D316068743EF5888C0A80134,92891E1A426ECDECC0A80132,03/31/2016,10.3962,10.7564,11.0651,14.0895,10.5993,,10.2652,9.9543,9.9543
FBC870DD443BD091C0A80133,92891E1A426ECDECC0A80132,03/31/2016,8.6895,9.1958,8.3462,9.5906,,,8.006,9.2884,9.2884
347202B344452676C0A80132,92891E1A426ECDECC0A80132,03/31/2016,4.8715,5.5063,5.5183,5.8667,,,4.8222,4.9782,4.9782
6A4B1CCB44479DE1C0A80133,92891E1A426ECDECC0A80132,03/31/2016,8.1944,8.493,8.7503,8.9105,,,7.9805,8.044,8.044
6AA574F644491D50C0A80133,92891E1A426ECDECC0A80132,03/31/2016,8.8534,7.633,13.1085,16.389,,,8.5766,6.8574,6.8574
FE826FFF445226DDC0A80134,92891E1A426ECDECC0A80132,03/31/2016,9.0546,9.1458,9.3306,9.5193,,,9.0623,9.0772,9.0772
AAA86215426FA93CC0A80133,92891E1A426ECDECC0A80132,03/31/2016,12.0407,13.1828,12.9926,13.3219,13.8666,,11.2075,12.0475,12.0475
28BB20FB4270B420C0A80133,92891E1A426ECDECC0A80132,03/31/2016,34.1642,26.9873,19.3388,18.2952,11.7411,,32.4179,35.2207,35.2207
544A446A427D7126C0A80133,92891E1A426ECDECC0A80132,03/31/2016,32.1251,35.164,23.0145,19.5706,12.4451,,29.6066,32.2521,32.2521
F3F063FA4298E71FC0A80134,92891E1A426ECDECC0A80132,03/31/2016,21.9608,22.637,15.9355,13.1434,12.5645,,20.8803,22.1298,22.1298
0D3A248B43358EF0C0A80133,92891E1A426ECDECC0A80132,03/31/2016,17.9548,19.1454,14.5287,14.0127,10.9888,,16.928,17.583,17.583
A7FD3A70434491CDC0A80133,92891E1A426ECDECC0A80132,03/31/2016,11.4332,13.0171,12.2215,12.5978,10.6969,,11.0345,10.3753,10.3753
C60E3A7043449591C0A80133,92891E1A426ECDECC0A80132,03/31/2016,33.6355,36.7779,24.0337,26.4975,10.9498,,31.3414,32.9008,32.9008
DB692944426F0443C0A80132,6D332944426F0097C0A80132,03/31/2016,19.5785,20.9085,17.7977,14.1175,10.9817,,19.0824,19.0674,19.0674
