"UPPER(SUBSTRING(fb_primarykey,3,24))","fund_id"
"1C6235D94E587196C0A80134","2363-1"
"7D7317014E5C482BC0A80133","2364-1"
"F5CD1B694FD0ABC3C0A80132","2364-2"
"85696B584E633077C0A80132","2366-1"
"E3E36F3A4E636691C0A80135","2367-1"
"C95A5C6E4E67C574C0A80133","2368-1"
"045230E44E69F9DFC0A80132","2369-1"
"072613C655E57D29C0A86FA6","2369-2"
"AE5103643EB246EFC0A80132","237-1"
"994A65743E36570AC0A80133","237-10"
"0F5B25D73EA92597C0A80132","237-12"
"CDA152AF3EAE71F4C0A80134","237-13"
"7180670473AA9A0D3E08827B","237-15"
"AFB303643EB24C29C0A80132","237-2"
"B08103643EB24F93C0A80132","237-3"
"0D96037D3EB26235C0A80133","237-4"
"CF026EE73EC2044CC0A80133","237-5"
"0FF745463A0676E1C0A80118","237-7"
"350D5ECF3E313960C0A80133","237-9"
"4BC5468B4E6ED03EC0A80134","2370-1"
"EFA62D924E6F019AC0A80134","2371-1"
"4E20028C4E6F01F5C0A80133","2372-1"
"E6DE1F8E4E6F021AC0A80132","2373-1"
"F331323D4E6FA618C0A80132","2374-1"
"813114F64E754B43C0A80133","2375-1"
"29442B874EA9715BC0A80135","2375-2"
"C96D02F2524EF7BCC0A80132","2375-3"
"E9DB5AAB4E76C29EC0A80132","2376-1"
"93B840464E78FB8BC0A80132","2378-1"
"2AB45EB64E7D0DCEC0A80135","2379-1"
"E6DB09B03E58C8EFC0A80132","238-4"
"4FF403A2421A5FAFC0A80133","238-5"
"15CE3F8643457DBFC0A80133","238-6"
"FEB25F70438B02BFC0A80134","238-7"
"D3381CC14E7DD236C0A80135","2380-1"
"79F629534E7E2DBDC0A80135","2381-1"
"312013934E7EB613C0A80135","2382-1"
"C66E1D084E8A8938C0A80134","2383-1"
"5DF736894F26E5E9C0A80134","2383-2"
"E14F0BB14F2CC2DEC0A80135","2383-3"
"5E2774A650518E79C0A80132","2383-4"
"67341E865069CCBCC0A80132","2383-5"
"B1ED25DF54A836A1C0A86F98","2383-6"
"C4295D4F567C3D98C0A86FA6","2383-7"
"E2341C6356A6AC34C0A86FA6","2383-8"
"E21409274E80F0AAC0A80133","2384-1"
"EE6D3C4C4E885009C0A80134","2385-2"
"2BF82AA94E833432C0A80133","2386-1"
"FAEC198F4E8A3038C0A80134","2387-1"
"BFA769DB4E8B604FC0A80134","2388-1"
"C99431AC531A456CC0A86F99","2388-3"
"32C50A4B4E8BCF75C0A80133","2389-1"
"EFFE0A4B4E8BE390C0A80133","2389-2"
"36075B3D50C5845DC0A80134","2389-3"
"A75A034A40854F57FFFFFFFF","239-1"
"0302177B4E92F173C0A80133","2390-1"
"D17C51914EE156F5C0A80134","2390-10"
"42E53C774EE62C6DC0A80132","2390-11"
"D6F25E6C4EE7B589C0A80134","2390-12"
"C22835594F0B62A9C0A80135","2390-13"
"002C35594F0B6D4AC0A80135","2390-14"
"011F0E0A51DC609DC0A80134","2390-15"
"3A1602F55212447CC0A80132","2390-16"
"2B76177B4E92F47FC0A80133","2390-2"
"4E4C412F4E933E17C0A80133","2390-4"
"5B45412F4E933FC7C0A80133","2390-5"
"C5022FB74E943FADC0A80135","2390-6"
"F7322FB74E9441CAC0A80135","2390-7"
"4EDA18BA4EDFFCCDC0A80134","2390-8"
"2B2357BD4EE00BBFC0A80135","2390-9"
"817A2EFB4E984C8FC0A80133","2391-1"
"73475AA44EA515E9C0A80133","2392-1"
"8AB546F9540AF11AC0A86F98","2392-10"
"9CA43F83573DCCF0C0A86FA6","2392-11"
"8D6B2E534F3CB4E4C0A80134","2392-2"
"380D24BA4F41B2F8C0A80132","2392-3"
"BFD94B3A4F459EB8C0A80133","2392-4"
"8E2D05DD4F473E20C0A80135","2392-5"
"834A5B5C540A7D47C0A86F98","2392-6"
"512B202E540AAC04C0A86F98","2392-7"
"E70B46F9540AD892C0A86F98","2392-8"
"1A5346F9540ADD14C0A86F98","2392-9"
"547574B34EBE5FE3C0A80134","2393-10"
"691C456954C4CD24C0A86F98","2393-18"
"396F52044EABA08EC0A80134","2394-1"
"8C4E52C44FDF3772C0A80135","2394-2"
"2EE724ED515153B7C0A80132","2394-3"
"02930865561861EAC0A86FA6","2394-4"
"20D06C174EAF0024C0A80134","2395-1"
"069C7180514AA792C0A80135","2396-3"
"7BB70AC152D1A067C0A86F98","2396-4"
"947B670453A096DBC0A86F98","2396-6"
"2A281E854EC87A1AC0A80135","2397-1"
"755B69EF4ED30030C0A80132","2399-1"
"33D34BEA4FBCACA5C0A80146","24-1"
"879E1A6239B8E4D5C0A801E0","240-1"
"8F4B1A6239B8ED15C0A801E0","240-2"
"279036FC4A5DAFE3C0A80133","240-4"
"279A36FC4A5DB031C0A80133","240-5"
"B5ED6A234ED9736BC0A80134","2400-1"
"D1EB712E573B76A3C0A86FA6","2400-10"
"72BC412F555CA5BAC0A86FA6","2400-9"
"194F506F544A9268C0A86F98","2401-3"
"B8D5049F4EDCD049C0A80134","2402-1"
"AC902D114EDE5714C0A80132","2403-1"
"1DEE728E4EDE7622C0A80132","2404-1"
"AB825A5B4EE26168C0A80133","2405-1"
"A14E06664EE2CAFAC0A80133","2405-2"
"CD7355894EF1A35AC0A80135","2407-1"
"A0C43C384EF29572C0A80135","2409-1"
"97DF631F39B9CA5CC0A801E1","241-1"
"4B3829AF4EFB1F9DC0A80135","2411-1"
"44F15C634EFA8F21C0A80134","2412-1"
"02D445514F394E6BC0A80132","2412-3"
"3BFC72CC4F399137C0A80133","2412-4"
"549E17B94F70AF93C0A80132","2412-5"
"4E38255C4FCDF9ABC0A80132","2412-7"
"AD5564EC4FE495B5C0A80134","2412-8"
"6E6E6B184FE86824C0A80135","2412-9"
"41594CFC4EFA99F7C0A80135","2413-1"
"72C65ED24EFB823BC0A80134","2414-1"
"89A2738F4F1B4485C0A80134","2415-1"
"D50C022D4FDA3EF6C0A80134","2415-2"
"AA6B33B14EFCAF74C0A80133","2416-1"
"F19D0D8352D6D5A0C0A86F98","2417-1"
"D57738644EFF6BF1C0A80134","2418-1"
"FE98464E4F00F455C0A80135","2419-1"
"9DCA631F39B9EF46C0A801E1","242-1"
"5E0862FA3A946845C0A80118","242-2"
"4FD52F6E3C1FBB01C0A801E0","242-3"
"065C28853E285BE9C0A80133","242-4"
"263056054F0DD14AC0A80133","2420-2"
"A9470D1E4F189150C0A80135","2420-3"
"1FEA3BBC50AA92AFC0A80134","2420-6"
"AAB66FD14F07AB02C0A80134","2422-1"
"F9673BC24F0A6A26C0A80132","2422-2"
"1D8151514F0C789BC0A80135","2422-3"
"E9CE539A4F0CE946C0A80132","2422-4"
"710D02594F0F5F7EC0A80135","2422-5"
"95503FC74F130A83C0A80133","2422-6"
"6C03543A538B42A0C0A86F98","2422-7"
"72DC514C4F0C65C5C0A80132","2423-2"
"DA14460752D80D32C0A86F98","2423-3"
"BF5715DE4F5F6DFEC0A80132","2424-10"
"A1825F2B4F78953FC0A80133","2424-11"
"760749084F152EA0C0A80135","2425-1"
"9AAF14F74F152EBCC0A80132","2426-1"
"4F5768EF54C132A2C0A86F98","2426-2"
"613C2D444F152EC4C0A80132","2427-1"
"A9142D444F15364FC0A80132","2427-2"
"242F11BB4F152EEAC0A80135","2428-1"
"BB3823854F152F17C0A80132","2429-1"
"D0F85D7939BA8F65C0A801E0","243-1"
"1D6B19C63FA86808C0A80133","243-2"
"358240D74A8E94BBC0A80135","243-3"
"B37344354F15BFA2C0A80135","2430-1"
"8C702CCA4FD04088C0A80134","2430-2"
"ADA668D44F1846C9C0A80135","2431-1"
"8CD3428D50103464C0A80135","2431-2"
"9C3C4A655217FAD2C0A80132","2431-3"
"609735504F19B443C0A80133","2432-1"
"F2674E844F1B43BBC0A80134","2433-1"
"91556D904F1C306FC0A80134","2434-1"
"F8A638B14F1F3127C0A80134","2435-1"
"1D9D31994F1F93EAC0A80135","2436-1"
"3D8930CC4F22BFEDC0A80132","2437-1"
"383D1E824F272B9CC0A80135","2437-2"
"3E971E824F272C99C0A80135","2437-4"
"3E991E824F272CD1C0A80135","2437-5"
"45DC1E824F272D20C0A80135","2437-6"
"20E711374F222C33C0A80134","2438-1"
"D2E30E0D4F24BACDC0A80134","2439-1"
"CC6564894F48C9C7C0A80132","2439-2"
"9EBB666839BB863FC0A801E1","244-1"
"15E119B556AB3075C0A86FA6","2440-4"
"14C208F856ABBCBBC0A86FA6","2440-5"
"ADDD58844FA8A18BC0A80133","2441-2"
"A20E5D4A4F26A5F1C0A80133","2443-1"
"53F121794F27FCF8C0A80132","2444-1"
"AA1929714F26E0A2C0A80132","2445-1"
"755047F74F28509FC0A80133","2445-2"
"334B6432537F53A8C0A86F98","2445-3"
"24B666E453D67B87C0A86F98","2446-1"
"289466E453D67C28C0A86F98","2446-2"
"2DB466E453D67CBBC0A86F98","2446-3"
"3B2466E453D67D40C0A86F98","2446-4"
"99320D744F29E500C0A80132","2447-1"
"E47C0B0C50EAAB73C0A80134","2448-1"
"019B6F9550A99CBDC0A80132","2449-10"
"D8AA633A50B1492CC0A80134","2449-12"
"8F7D4A4C519D547BC0A80134","2449-13"
"FB9C65DF51A18CE5C0A80134","2449-14"
"FBEF65DF51A18D92C0A80134","2449-15"
"07623EFE50060771C0A80134","2449-7"
"54BF5E0850089245C0A80134","2449-8"
"19561F9940867BF6FFFFFFFF","245-1"
"5C374C6D41578D81C0A80134","245-10"
"F45163C04240F983C0A80133","245-13"
"E10D73B2437ABDF3C0A80134","245-15"
"70282D8F43BAE0F5C0A80133","245-17"
"8CD433A140D069E4C0A80134","245-5"
"E16419C64F31491FC0A80133","2451-1"
"D5CA4E224FCFA1B8C0A80133","2451-2"
"AE490D0F530F76A7C0A86F99","2451-3"
"BE6164DF4F39841EC0A80133","2452-1"
"A73054D54F329369C0A80133","2453-2"
"0EE03D414F320604C0A80134","2454-1"
"DF822A394F355685C0A80132","2455-1"
"0D404A5A4F6360D0C0A80132","2455-2"
"ABAB4D324F3841D6C0A80133","2456-1"
"25AE4E0E52E2738EC0A86F9C","2456-2"
"75A9722052EBCE1BC0A86F98","2456-3"
"7AB86D03535000A3C0A86F99","2456-4"
"C87C197057346113C0A86FA6","2456-5"
"73F205844F4E7D1DC0A80132","2457-3"
"B18F6BB84F59237CC0A80135","2457-4"
"9B861EF64F3AF5A1C0A80134","2458-1"
"EF5B585F4F3BF181C0A80132","2459-1"
"2D0472953A438272C0A801E0","246-2"
"1D594B914F3BFE38C0A80134","2460-1"
"13CA29E74F3E4E29C0A80134","2461-1"
"B9E2148B4F46E7F9C0A80135","2463-1"
"98E82C2B4F5907CCC0A80133","2463-3"
"4A8F04624F4A3E42C0A80135","2464-1"
"38B864414F4E9ECDC0A80134","2465-1"
"CC0D64414F4EB245C0A80134","2465-2"
"EF9916CF4F5922F8C0A80135","2465-3"
"4DDC0C8550EB06F9C0A80134","2465-4"
"F045250A512BBCBFC0A80132","2465-5"
"0EAD281550E265F8C0A80134","2466-3"
"290A18A14F4ECC13C0A80134","2467-1"
"E6E5461752EF9936C0A86F98","2467-2"
"E6EC461752EF9963C0A86F98","2467-3"
"32AC3D6A4F558F7AC0A80132","2468-1"
"C34820044F616CD1C0A80134","2468-3"
"7EBA55C64FEB629CC0A80135","2468-4"
"E8392A8F4FBA8095C0A80132","2469-2"
"596015854FC8FAFAC0A80135","2469-4"
"D4903780503E4016C0A80134","2469-6"
"63521D443E22D164C0A80135","247-2"
"D299370B45A8A802C0A80132","247-3"
"FE3541C450BA6840C0A80132","247-4"
"B48A2DBD577D9C37C0A86FA6","2470-1"
"05F370654F6F435AC0A80132","2471-1"
"B5C003005159B8AFC0A80135","2471-2"
"A1BB2B1455801694C0A86FA6","2471-3"
"35CB540D56AB8B0CC0A86FA6","2472-12"
"E8FC732A56ABB40DC0A86FA6","2472-14"
"C801122D4F8C2FD2C0A80132","2472-5"
"241109764F7C17BCC0A80132","2473-1"
"7CD617F853729D3DC0A86F99","2474-10"
"31EC6805526EF3E1C0A80135","2474-8"
"7C7017F853729CE2C0A86F99","2474-9"
"321F32304F8CDA16C0A80135","2475-1"
"1A1D1B0853582174C0A86F99","2476-5"
"8EB24105572A9865C0A86FA6","2476-8"
"795F3CED4F900E5AC0A80135","2477-1"
"B0583CEF4F966EAAC0A80135","2478-1"
"85EB373B508EC9E5C0A80134","2479-2"
"6A220D8339C560E8C0A801E0","248-2"
"6A980D8339C56205C0A801E0","248-3"
"4A9736B0412CB6BEC0A80132","248-5"
"9AA51A1D3B83AB98C0A80118","248-7"
"1140517D3B8BF867C0A801E1","248-8"
"D20A363A3BCDE3F2C0A801E0","248-9"
"9D66661C4FAC42B9C0A80132","2480-1"
"61ED35B64FB20B20C0A80135","2481-1"
"C9F033E94FC8E8B8C0A80132","2481-3"
"6BAE5B45500819CBC0A80132","2481-5"
"698B216052C475B0C0A86F98","2482-20"
"5AE5733E57D703D8C0A86FA6","2482-29"
"6EB363984FBA1265C0A80132","2483-1"
"9C5802E955A6DC80C0A86FA6","2483-2"
"A55712CF4FBAF42BC0A80132","2484-1"
"0B9432044FC14E4FC0A80132","2485-1"
"911B46634FC7BD31C0A80133","2485-10"
"62BC29AD4FCD175CC0A80133","2485-12"
"748E29AD4FCD1A83C0A80133","2485-13"
"CC8529AD4FCD1C59C0A80133","2485-14"
"31A029AD4FCD2203C0A80133","2485-15"
"E6F9071D520AE38FC0A80134","2485-16"
"362D71CD56D88152C0A86FA6","2485-17"
"21E432044FC1537BC0A80132","2485-2"
"622646634FC7B160C0A80133","2485-3"
"86FD46634FC7B4DCC0A80133","2485-5"
"877B46634FC7B63DC0A80133","2485-6"
"885546634FC7B8D4C0A80133","2485-7"
"891B46634FC7BA0DC0A80133","2485-8"
"904B46634FC7BBC0C0A80133","2485-9"
"7A4318CD5058D0AFC0A80134","2486-1"
"B12726B14FC24F90C0A80132","2487-1"
"91B95E224FC34A17C0A80132","2488-1"
"6D2E2D3A55E13E42C0A86FA6","2488-3"
"D13D5CD14FC817CCC0A80132","2489-2"
"262E1284505716E9C0A80132","2489-3"
"2E1D648F513FA166C0A80132","2489-4"
"E114661D545932D4C0A86F98","2489-5"
"91CB681939C545F8C0A801E1","249-2"
"09B3032D3E4E64F2C0A80135","249-3"
"6FF24EC142CFEFBAC0A80134","249-4"
"3909264D521B7DCBC0A80132","2490-20"
"401A1E80527FD968C0A80132","2490-21"
"99275AFB53157607C0A86F99","2490-22"
"9E1A5AFB531576D8C0A86F99","2490-23"
"B4BA5AFB53157765C0A86F99","2490-24"
"C0E96A1353168A10C0A86F99","2490-25"
"3F553BF0509CC7CAC0A80135","2490-7"
"C5FE29C14FD22055C0A80134","2491-1"
"8F0033ED5017E281C0A80134","2491-2"
"734931B255DC7843C0A86FA6","2491-3"
"F8795A7351CC71CAC0A80132","2492-2"
"5F43253856DF5748C0A86FA6","2492-4"
"E13250744FE1FEAFC0A80134","2493-1"
"71C4534C4FE33DAFC0A80135","2494-1"
"427642584FE37278C0A80132","2494-2"
"E0F14F604FE51FDDC0A80135","2494-3"
"775A38724FF5A2CAC0A80135","2495-2"
"974F4DF15100E243C0A80132","2496-2"
"17133C2F5061D08AC0A80135","2497-2"
"F4BB21DB4FFF74A9C0A80132","2498-1"
"200526D850056578C0A80132","2499-1"
"CDF350893A421D06C0A80118","25-1"
"B0631ECF39BD8F62C0A80151","250-1"
"2ABB27663CAE6DAAC0A801E1","250-3"
"69A06BEE50066634C0A80135","2500-1"
"36453C9A522D5DD5C0A80135","2500-4"
"5F4A02CF500CA7C4C0A80135","2501-1"
"641802CF500CA973C0A80135","2501-2"
"CA8034D8500E1403C0A80135","2502-1"
"8A3A2F2F500EA7A4C0A80134","2503-2"
"357A560C50173E37C0A80134","2504-1"
"EAAB358150702EDFC0A80134","2504-2"
"68366E7B50E48279C0A80134","2504-3"
"ED5B1472544E3CC6C0A86F98","2504-4"
"5AE553015017F8AEC0A80132","2505-1"
"73435313501804A3C0A80132","2506-1"
"89A349145019276EC0A80134","2507-1"
"D0C64BBF50196E05C0A80134","2508-1"
"67BA72DF57DC4B0EC0A86FA6","2508-2"
"36FD44B850A2EC28C0A80135","2509-1"
"EAFB5D713F5CDEB6C0A80134","251-1"
"090266C8502075B0C0A80135","2510-1"
"8FC42C595025A3BAC0A80134","2511-1"
"3D9548C85036A92BC0A80134","2511-2"
"156312EB50271297C0A80135","2512-1"
"F2EC050250286DC1C0A80135","2513-1"
"67CD18A35473A663C0A86F98","2513-2"
"DA5616F655D53F31C0A86FA6","2513-3"
"DA5D16F655D53F5AC0A86FA6","2513-4"
"DA6516F655D53F79C0A86FA6","2513-5"
"DA6E16F655D53F8DC0A86FA6","2513-6"
"A19568345033940AC0A80135","2514-1"
"9562556450F01719C0A80134","2514-2"
"6B9811DC503A9A7AC0A80134","2515-1"
"7B5207CE5047CCD1C0A80134","2516-1"
"1C0C13AA505A3F16C0A80135","2516-2"
"E9EA45165060C620C0A80134","2516-3"
"F6B31AEF50637FFAC0A80132","2516-4"
"0F9A549E503EC254C0A80134","2517-1"
"6E432CD150430586C0A80134","2518-1"
"F5D33B775053A19FC0A80134","2519-15"
"A76258585054DA2BC0A80132","2519-16"
"DE85071139BE7386C0A801E1","252-1"
"31E823495748DF1DC0A86FA6","2520-1"
"F25C68B0504618B6C0A80134","2521-1"
"5502214155ADA989C0A86FA6","2521-2"
"A0934C0650464CC3C0A80135","2522-1"
"3C102D70504C0C33C0A80132","2523-1"
"F0546DBA504E3709C0A80134","2524-1"
"FAAC59F05069BD39C0A80134","2525-1"
"0C203F55504EE384C0A80134","2526-1"
"68A04330504EE398C0A80132","2527-1"
"870D6834504EE3D2C0A80134","2528-1"
"70096458504EE502C0A80134","2529-1"
"D710671939BF0D48C0A801E1","253-1"
"DB33671939BF14BFC0A801E1","253-2"
"F91A671939BF3822C0A801E1","253-3"
"C89C222439BF761DC0A80151","253-4"
"9CD012613A7894E0C0A80119","253-5"
"BD406EBB3A87EEE5C0A801E0","253-6"
"6C2E47E43D4493A1C0A80118","253-7"
"99F547E43D44B53CC0A80118","253-8"
"0A9371F8439D98F0C0A80132","253-9"
"6C064709504EE40AC0A80134","2530-1"
"A3216E645050EFB9C0A80132","2531-1"
"19B140E9506383B4C0A80134","2531-2"
"8DC06F72558B27D0C0A86FA6","2531-3"
"0D720283558B2A22C0A86FA6","2531-4"
"43666FE050518D66C0A80135","2532-1"
"B6E5186750577003C0A80132","2533-1"
"479508F95057B46BC0A80134","2534-1"
"7B8659C5505A7B78C0A80134","2535-1"
"38A71ADE505B8223C0A80132","2536-1"
"0F8658B1505D140EC0A80135","2537-5"
"B16438C5505DB11FC0A80134","2538-1"
"CD384E1C505E8721C0A80134","2538-2"
"126E02DE50DBBCADC0A80135","2538-3"
"1CE227E7505E4BD0C0A80135","2539-1"
"091559BF3E31660AC0A80133","254-10"
"D9EB195057CE8DD3C0A86FA6","254-12"
"DE8A1DB03F16AD62C0A80133","254-2"
"9DFF222439BF45D0C0A80151","254-3"
"CAD7148F3F9D3AFDC0A80132","254-4"
"07D22E79408400CFFFFFFFFF","254-5"
"900F63E4418A5224C0A80133","254-7"
"23C554513DF4A711C0A80132","254-8"
"0A520F51505F9423C0A80132","2541-1"
"ADDD457F5060B529C0A80134","2542-1"
"BB8911DD506230E8C0A80135","2543-1"
"9CB3115B506308ADC0A80132","2544-1"
"57D36DBA50B3DA62C0A80134","2544-3"
"3F1009AB54B6B745C0A86F98","2544-4"
"48EA0DCC52AF40EAC0A86F98","2546-16"
"96DB0300506A2F79C0A80132","2547-1"
"55F3011B506A3737C0A80135","2548-1"
"568C421A506BA3A0C0A80134","2549-1"
"A15D021D425EA0D5C0A80133","255-11"
"40683B7348EA3365C0A80132","255-14"
"ED254B3948FF73B9C0A80134","255-15"
"1B63312F55DB2F16C0A86FA6","255-16"
"5821313955DB2F16C0A86FA6","255-17"
"4C8651463B2BBF1BC0A801E0","255-4"
"AFAC6EE83C20C0F5C0A80118","255-6"
"6FCC4A5F3C701F80C0A80118","255-8"
"D09035AE3D8411C3C0A80119","255-9"
"AEF534A85073990BC0A80135","2550-1"
"8F75720A51D1BBC0C0A80132","2550-2"
"29B96D1853C21C48C0A86F98","2550-3"
"7F443ED553CDE09FC0A86F98","2550-4"
"FAAC53BA57236A14C0A86FA6","2550-5"
"7116142A5070EA29C0A80135","2551-16"
"7D93142A5070EBD1C0A80135","2552-1"
"9D2F1B605073394FC0A80135","2553-1"
"D0F765B555DB8F48C0A86FA6","2554-5"
"484E080F56957018C0A86FA6","2554-6"
"9F4744A8507C9D76C0A80132","2555-1"
"108D3B72507EE2DEC0A80132","2556-11"
"13D93B72507EE4A4C0A80132","2556-13"
"7D832BE0507E06CBC0A80134","2556-8"
"AF8C15D0507B1AE6C0A80134","2557-1"
"504B3B72507EFE1CC0A80132","2558-3"
"DC116068509BD12FC0A80134","2559-1"
"E8EB5D7B39BF9EF6C0A801E0","256-1"
"ACD74C7B39FD7334C0A801E0","256-2"
"C03A6E5F3A2BC68CC0A80118","256-3"
"6BDA511A3A4A1896C0A801E0","256-4"
"FADC5DC45081FBCBC0A80135","2560-2"
"DE323F3152D45827C0A86F98","2561-9"
"0A1C1C305086DA8FC0A80134","2562-1"
"BF8A100B5748BA64C0A86FA6","2563-16"
"D67919A25748C6BFC0A86FA6","2563-17"
"E722351F574AEA64C0A86FA6","2563-18"
"84A03EB6574B0359C0A86FA6","2563-19"
"66504851574B0A05C0A86FA6","2563-21"
"666A4851574B0C3AC0A86FA6","2563-22"
"66854851574B1019C0A86FA6","2563-23"
"585A5203574B1263C0A86FA6","2563-24"
"58775203574B162EC0A86FA6","2563-25"
"58B45203574B1983C0A86FA6","2563-27"
"90740D9757534623C0A86FA6","2563-28"
"90950D9757534778C0A86FA6","2563-29"
"885C0DDB57782CC3C0A86FA6","2563-30"
"663E353C5781A486C0A86FA6","2563-31"
"6662353C5781A545C0A86FA6","2563-32"
"092A113F57C5FDCEC0A86FA6","2563-33"
"0950113F57C5FE8CC0A86FA6","2563-34"
"0977113F57C5FF19C0A86FA6","2563-35"
"099F113F57C5FF4CC0A86FA6","2563-36"
"A0BA1BCE57C8AAE8C0A86FA6","2563-37"
"A0E41BCE57C8AB2FC0A86FA6","2563-38"
"3F9C1BA157D09ADCC0A86FA6","2563-39"
"274F23E557F040D4C0A86FA6","2563-40"
"277C23E557F04265C0A86FA6","2563-41"
"E3973CC6509179F8C0A80135","2564-1"
"80C66ED85091AEBBC0A80132","2565-1"
"CBDF38495092924BC0A80135","2565-2"
"D8545C4850B6EBF8C0A80134","2565-3"
"B67302DD50976A92C0A80132","2567-1"
"1AC12CD450A2C242C0A80132","2568-1"
"48AD09C250A42094C0A80134","2568-2"
"30A50C9A50AA35F6C0A80135","2568-3"
"337530E850D1FB58C0A80135","2568-4"
"8DA000F950A3C7FAC0A80135","2569-1"
"16135FE639C09035C0A801E1","257-3"
"9387203350A693F7C0A80135","2570-1"
"F42C4E3450A7D5BDC0A80135","2570-2"
"BF5E714F50A7EA67C0A80134","2570-3"
"47F502A050A8AF24C0A80135","2571-2"
"FF13355D50D51001C0A80135","2571-3"
"D35B294D50DE549EC0A80134","2571-4"
"4CCB47E450E77D78C0A80134","2571-5"
"316111D25176304DC0A80132","2571-6"
"E064152550B58105C0A80135","2572-1"
"BD33152550B5A7C0C0A80135","2572-2"
"B75C060C50B58344C0A80134","2573-1"
"D704700E50B83ABCC0A80134","2574-1"
"BA866AD750B90697C0A80132","2575-3"
"4A9802E550BE8BE8C0A80132","2576-1"
"08BE6C6154E37F92C0A86F98","2576-2"
"3E0160BB50CA0281C0A80135","2577-1"
"E98D67D755B6936FC0A86FA6","2577-2"
"552D3E9950D11FEBC0A80134","2578-1"
"973A382D50D0C5ECC0A80134","2579-1"
"5D8728283FDA47BDC0A80132","258-3"
"D5D56CBB3A412951C0A80118","258-4"
"AAD001A740F1B398C0A80134","258-5"
"FC54023350D2ABAEC0A80132","2580-1"
"3CCF54E350D94C1EC0A80135","2580-10"
"3D5454E350D95084C0A80135","2580-11"
"3EFB54E350D952DCC0A80135","2580-12"
"400154E350D95734C0A80135","2580-14"
"8833378550DA43AEC0A80132","2580-15"
"40D257AF50E1CA59C0A80135","2580-16"
"A1DB0780512E8C0BC0A80134","2580-19"
"870736F950D2B388C0A80132","2580-2"
"18DB460C50D31B5EC0A80135","2580-3"
"70FC1A5D50D5124FC0A80135","2580-4"
"B84270B150D8A446C0A80132","2580-5"
"FDC9195C50D937A2C0A80132","2580-6"
"FFFF195C50D9431DC0A80132","2580-7"
"9D5415A450D538BCC0A80132","2581-1"
"00BC58385137EE87C0A80135","2581-2"
"3F492EE750D8923FC0A80135","2582-1"
"1AD604C250D950B0C0A80132","2583-1"
"5DC11E2D50D95F63C0A80135","2584-1"
"ED7851D054836087C0A86F98","2584-2"
"23F50879576C449FC0A86FA6","2584-3"
"F127547950DAEE4BC0A80132","2585-1"
"3670394A565FCC67C0A86FA6","2586-2"
"3FF0367650E3617DC0A80134","2587-1"
"B79C3D3152C4B57AC0A86F98","2587-11"
"D4673D3152C4BAB3C0A86F98","2587-12"
"E2FB3D3152C4BC5CC0A86F98","2587-13"
"F8953D3152C4BDD7C0A86F98","2587-14"
"09023D3152C4C0A3C0A86F98","2587-15"
"0ADF3D3152C4C26DC0A86F98","2587-16"
"4128367650E36385C0A80134","2587-2"
"4DF4367650E364A4C0A80134","2587-3"
"5110367650E365CAC0A80134","2587-4"
"586C367650E36772C0A80134","2587-5"
"58E6367650E3684EC0A80134","2587-6"
"5AD3367650E368DEC0A80134","2587-7"
"5B4D367650E3698BC0A80134","2587-8"
"D22B37EA50E403C2C0A80132","2588-1"
"A57F1F1950E488DDC0A80135","2589-1"
"B1674A653AF7452BC0A801E0","259-2"
"A78D12BB50E7397DC0A80132","2590-1"
"C6FD24EB511A4003C0A80134","2590-10"
"732147EA5501D75DC0A86F98","2590-14"
"3C5447EA5501DF6AC0A86F98","2590-15"
"56706257564E2C4EC0A86FA6","2590-16"
"56856257564E30E1C0A86FA6","2590-17"
"77ED74C750E83F4EC0A80134","2591-1"
"1AB608C153489298C0A86F99","2591-4"
,"2591-5"
"598A585250E8FA33C0A80134","2594-1"
"F437556054DAEC4DC0A86F98","2594-2"
"E19F4BA350F628C4C0A80135","2595-2"
"0C885F9050ECC376C0A80134","2596-1"
"0A8D0A4F50F5AC0DC0A80135","2597-1"
"2CFD1EF550F4C1FBC0A80132","2598-1"
"B83169C4512E3399C0A80134","2598-10"
"237A02F35141D153C0A80134","2598-11"
"8C1B6EE85144BA3EC0A80132","2598-12"
"95C7579751486654C0A80134","2598-13"
"DA1B703E51486D42C0A80135","2598-14"
"32007062519D0A1BC0A80134","2598-15"
"37C11EF550F4C4DEC0A80132","2598-2"
"246A4D5450F5DE12C0A80132","2598-3"
"274A02A650F76A96C0A80132","2598-4"
"EBAE3E4B51180827C0A80132","2598-5"
"3110266A5122F0B8C0A80135","2598-6"
"F4102FD7512407DAC0A80132","2598-7"
"F9D0112F51245B41C0A80134","2598-8"
"00552501512BB676C0A80132","2598-9"
"047C22E850F51511C0A80134","2599-1"
"62E0579651084236C0A80132","2599-2"
"7D1E052A3AA34B01C0A80119","260-2"
"950A62C2443D44CEC0A80133","260-3"
"25E374FB444E0EB5C0A80132","260-6"
"555709044888A7DDC0A80135","260-7"
"3E3C02C050F517A0C0A80135","2600-1"
"D944254C50F517E8C0A80134","2601-1"
"3B4D52D1544F9BEBC0A86F98","2601-2"
"EC5D3DD850F5CA20C0A80135","2602-1"
"CF39499852DDBA56C0A86F9C","2602-2"
"C2BC559050F6C2FEC0A80132","2603-1"
"AE3D6EA851100841C0A80135","2603-2"
"AEC44C6651068B32C0A80132","2604-2"
