"UPPER(SUBSTRING(fb_primarykey,3,24))","fund_id"
"AF3128693998C981C0A801E0","5467-4"
"CC47585D399F4FA9C0A801E0","5467-5"
"17F102A34434F7A4C0A80134","5468-1"
"11AB13AB44481ADEC0A80133","5468-2"
"F334677C44749640C0A80132","5468-3"
"0F9B2CE944A3C777C0A80133","5468-4"
"3C76123748330FE2C0A80132","5468-5"
"934916C8396910B6C0A801E0","5469-1"
"0F84581339750EB3C0A801E0","5469-2"
"42BB0B6A3A637742C0A80118","547-10"
"5DD055313D0779A9C0A801E2","547-17"
"E25701253D1C0EDAC0A80118","547-18"
"E74801253D1C1012C0A80118","547-19"
"73CA033F3D1C8B7EC0A80118","547-20"
"36C751C13D4101BEC0A801E2","547-23"
"EEE666D63D411797C0A801E0","547-24"
"E8076B793E5BC7FFC0A80132","547-26"
"40D36FC53E6E87A1C0A80133","547-27"
"6BDB546C57EA9AE0C0A86FA6","547-28"
"3E1D17663A5D1B28C0A80119","547-9"
"8C0675103A042ADCC0A801E0","5470-1"
"AAB43B103A0E2469C0A80118","5470-2"
"8A485CE93A29127BC0A801E0","5470-3"
"6ABE40F0397C5065C0A80119","5471-1"
"D7C041C3397CE896C0A80118","5471-2"
"0A94670C3D3F1E01C0A801E2","5472-1"
"A0CC0BA63D3F2291C0A801E0","5472-2"
"708970B23D400D0FC0A80118","5472-3"
"E38413F23D41DDA6C0A801E2","5472-4"
"F7EA37264406F401C0A80133","5473-1"
"FA3936FF44090BFAC0A80134","5473-2"
"9FC52E144410709AC0A80133","5473-3"
"5D2237F444117A47C0A80132","5473-4"
"353A35A24421AE84C0A80134","5473-5"
"F62D2924443A7023C0A80132","5473-6"
"C01214A439DAB314C0A80118","5474-1"
"9B29040D40F54AC0C0A80132","5474-2"
"75A50D833E032C23C0A80134","5474-3"
"E27D64943E83525DC0A80132","5474-4"
"00C71DBA49F91CE3C0A80135","5474-5"
"6E8E14F947294362C0A80135","5475-1"
"CB4252243A2135DCC0A80119","5476-1"
"CCD649BC3A22447BC0A80118","5476-2"
"13AF3F243B168BCDC0A80119","5477-1"
"B4BA670D47006905C0A80133","5478-1"
"B4F4670D47006A02C0A80133","5478-2"
"0F4916D847A31D85C0A80134","5478-3"
"E6E1215648E15AB8C0A80133","5478-4"
"ACE845D54B819E9AC0A80132","5478-5"
"999934C045BD8F3AC0A80135","5479-1"
"F6491E363A1C7EC4C0A80119","548-1"
"E39523CD3C996794C0A80119","548-2"
"7E795E9045B8F6B1C0A80133","5480-1"
"D2C6103B46CEF581C0A80135","5481-1"
"4098323F46CF0F57C0A80134","5481-2"
"232D223943C4F39CC0A80134","5482-1"
"A4CB6FC14ABCE6E4C0A80135","5483-1"
"28DA35264728ED95C0A80133","5484-1"
"73BA37F3472B77ADC0A80135","5484-2"
"C18F5B01472B8577C0A80133","5484-3"
"91F05C32398A5466C0A80118","5485-1"
"9F282DB3438B2CD3C0A80132","5486-1"
"573906A5438B335CC0A80133","5486-2"
"6C4637644415AF8DC0A80132","5486-3"
"EB156E5645B76100C0A80133","5486-4"
"ED3172E539F1A7BAC0A80118","5487-1"
"10E86F7A3A009E41C0A80119","5488-1"
"3CC35E183A0278E8C0A80118","5488-2"
"251F2E263A099297C0A801E0","5488-3"
"197A6E793A14705CC0A801E0","5488-4"
"96626BC83A1C8716C0A80118","5488-5"
"49A23690446B9470C0A80132","5489-1"
"A80202AA4595D6BEC0A80132","5489-2"
"6B2F531C3A1C8368C0A80118","549-1"
"F3221D6239E2B421C0A80119","5490-1"
"6B21534639E3F125C0A80118","5490-2"
"29DD6927453CDC5AC0A80133","5491-1"
"500C617B45E0713AC0A80133","5492-1"
"F4DE192E45E39FE5C0A80134","5492-2"
"D141161C461A50BFC0A80132","5492-3"
"AA2E161C461A793BC0A80132","5492-4"
"33D526DA461D4397C0A80134","5492-5"
"4FAF6E32461E7460C0A80134","5492-6"
"D79742A545A420AAC0A80132","5493-1"
"2B4707E7471FC83BC0A80133","5494-1"
"452C37D244E098B1C0A80134","5495-1"
"CFB2210C436972FEC0A80132","5496-1"
"E89C210C436974B8C0A80132","5496-2"
"903C4E894380D02BC0A80132","5496-3"
"A99511C44380ED53C0A80133","5496-4"
"1F2811C443810242C0A80133","5496-5"
"241F11C4438102F8C0A80133","5496-6"
"C8DF1B8D43A23329C0A80133","5496-7"
"8A271B0A4344277BC0A80133","5497-1"
"BCA81B0A434429C9C0A80133","5497-2"
"314406794388E1A5C0A80134","5497-3"
"67A00191453E6377C0A80132","5497-4"
"7D95485746CA4C72C0A80133","5497-5"
"1E5D35C33A21EB22C0A80118","5498-1"
"36A658A33A2FC85BC0A801E1","5499-1"
"3A48745F3EB8447FC0A80132","55-1"
"809013973A1C9300C0A80119","550-1"
"82E813973A1C93F0C0A80119","550-2"
"AED257EB3A309338C0A80118","550-3"
"59582C95396415B7C0A801E1","5500-1"
"B8AA525039653813C0A801E0","5500-2"
"B8B1525039653A46C0A801E0","5500-3"
"2C8403D33973F6E6C0A801E0","5500-4"
"D09E167E397D8967C0A80118","5500-5"
"D0C0167E397D89D1C0A80118","5500-6"
"E464505245D87042C0A80133","5501-1"
"E7AE505245D87073C0A80133","5501-10"
"E7B0505245D87078C0A80133","5501-11"
"E7B2505245D87082C0A80133","5501-12"
"E7B4505245D87087C0A80133","5501-13"
"E7B6505245D8708EC0A80133","5501-14"
"E7B8505245D87097C0A80133","5501-15"
"E796505245D8704BC0A80133","5501-2"
"E7A0505245D87050C0A80133","5501-3"
"E7A2505245D87054C0A80133","5501-4"
"E7A4505245D87058C0A80133","5501-5"
"E7A6505245D8705DC0A80133","5501-6"
"E7A8505245D87063C0A80133","5501-7"
"E7AA505245D87068C0A80133","5501-8"
"E7AC505245D8706DC0A80133","5501-9"
"776527FA42C26DCAC0A80133","5502-1"
"B80B23F64B088B67C0A80135","5503-1"
"B71038EF39D8D061C0A80119","5504-1"
"150D12F040B1D381C0A80133","5505-1"
"340F213540F73023C0A80132","5505-10"
"F22704C841D1C38CC0A80133","5505-11"
"654C048042C03AACC0A80132","5505-12"
"64C96F3142DE9274C0A80134","5505-13"
"2E6256F242DEBA93C0A80133","5505-14"
"48D012F040B1DB75C0A80133","5505-2"
"7B20266F40B354B6C0A80132","5505-3"
"2E2F30E640BF0D96C0A80134","5505-4"
"F17221CF40C5A644C0A80133","5505-5"
"F1E421CF40C5A734C0A80133","5505-6"
"005B21CF40C5A8FFC0A80133","5505-7"
"3F6435C440D0761EC0A80133","5505-8"
"55B4586740F2CA47C0A80132","5505-9"
"0B6826413A61ECF5C0A80118","5506-1"
"6286613F3A71D636C0A801E1","5506-2"
"CABB306B3A75F4D8C0A801E0","5506-3"
"822A2D694565E12AC0A80135","5507-1"
"E2765651459A9C1AC0A80132","5507-2"
"FA4D614F44CA8C91C0A80132","5508-1"
"22F3469B46E7FF44C0A80135","5509-1"
"95696E5946E82BB3C0A80134","5509-2"
"8BCB6D164124C15CC0A80133","551-1"
"752A598643815565C0A80133","551-2"
"FC9518F845BF8D6FC0A80132","551-3"
"86B9609748A060BAC0A80133","5510-1"
"98F5393749B8EE8CC0A80134","5510-2"
"EC0C44F145DBAF06C0A80134","5511-1"
"89E7468E46421093C0A80132","5511-2"
"08DA136742200486C0A80134","5512-1"
"E3E56EA24231EA7BC0A80134","5512-2"
"CDD8325D4238A0CEC0A80132","5512-3"
"B711046D4238BECCC0A80133","5512-4"
"6B9F68BD424CDB08C0A80134","5512-5"
"9A823AAC425EBAC5C0A80132","5512-6"
"EA07279C3B02BBAFC0A801E1","5513-1"
"DB8F035E45E70219C0A80132","5514-1"
"6D32229F4798BA05C0A80135","5515-1"
"6D4E229F4798BAA5C0A80135","5515-2"
"6DAA229F4798BACEC0A80135","5515-3"
"B3BD514E45E5E607C0A80132","5516-1"
"12CC66BC489072FFC0A80133","5516-2"
"F9754BC94787A2F3C0A80135","5517-1"
"BC504B9647DE4F72C0A80134","5517-2"
"98D62AC242D53B1CC0A80133","5518-1"
"C4E421FB451B4C7CC0A80134","5519-1"
"E86005EE451BCC55C0A80132","5519-2"
"23531F5D451C4603C0A80134","5519-3"
"0FEF03E045217E15C0A80132","5519-4"
"00B523143A243BADC0A801E1","552-1"
"FA41A765C73C2E7531897DE7","5520-1"
"3F694BB24BA382B2C0A80133","5521-1"
"D92C019445B77F22C0A80133","5522-1"
"40B635B545B7FA70C0A80132","5522-2"
"94FD125546717A04C0A80134","5522-3"
"150E66A24672B57BC0A80132","5522-4"
"33CB1B2E442DE8DBC0A80134","5523-1"
"59131500448DFA0AC0A80132","5523-2"
"B4DE4FD944B6A457C0A80133","5523-3"
"279E14DE44D173BCC0A80132","5523-4"
"99F66D3C45AAAC0EC0A80134","5523-5"
"59AA5C75461C542EC0A80135","5523-6"
"FAD93A0247ACAB8DC0A80133","5524-1"
"0E5E3A0247ACACE3C0A80133","5524-2"
"49343A0247ACAEA2C0A80133","5524-3"
"93CA661F39C55B6CC0A801E0","5525-1"
"D2253B733B7B352DC0A801E1","5525-10"
"95D5661F39C55EDBC0A801E0","5525-2"
"9A67661F39C56176C0A801E0","5525-3"
"DE2B0A3D39C6ED90C0A80151","5525-4"
"E1120A3D39C6EF39C0A80151","5525-5"
"E8510A3D39C6F0FCC0A80151","5525-6"
"661E3AB139C82D47C0A801E1","5525-7"
"FC5014E339D808FFC0A80119","5525-8"
"62580A693B195930C0A801E0","5525-9"
"F9E50C4F43DD5714C0A80132","5526-1"
"F44B7370472627CFC0A80133","5527-1"
"8A9B159F472A1CFCC0A80135","5527-2"
"6A9A6C00472B70E1C0A80133","5527-3"
"6A9C6C00472B7109C0A80133","5527-4"
"6E5F6C00472B71DEC0A80133","5527-5"
"0D9C2E86472B768BC0A80132","5527-6"
"15A6349339FC37B9C0A801E0","5528-1"
"82BD13B9478A6D1AC0A80132","5529-1"
"EC4E5284479A8716C0A80135","5529-2"
"39A2484047C5FE6DC0A80134","5529-3"
"627A61DE3ED542D7C0A80134","553-1"
"84C329F63A1CE4A3C0A801E0","553-2"
"1C915D103DF3993BC0A80134","553-3"
"AA5C1F21439F7AC4C0A80132","553-4"
"6BA074AC47FE56AEC0A80134","5530-1"
"FCE0124D47FED3EDC0A80132","5530-2"
"7EFC24D4433AA831C0A80132","5531-1"
"97D843E844BFF0CBC0A80132","5531-2"
"9AE043E844BFF4B5C0A80132","5531-3"
"E09C46AD469CEE12C0A80133","5532-1"
"F66140B043C28B0EC0A80133","5533-1"
"86C12400399355BAC0A801E0","5534-1"
"69D341B33981939BC0A80118","5535-1"
"881E5EA8399446C3C0A801E1","5535-2"
"FA6E55423A3242ABC0A80118","5535-3"
"3EE528DE39F3BEDDC0A80119","5536-1"
"B4C658BD485699FEC0A80132","5537-1"
"DEB24D7845AD58A1C0A80135","5538-1"
"5C1708042B4ED5967ED03C79","5539-1"
"A508726257A392D3C0A86FA6","554-14"
"1B2923573A1CFAACC0A80119","554-2"
"6E2510D93E05094BC0A80133","554-5"
"7A4210D93E050E4AC0A80133","554-6"
"7A4410D93E050E69C0A80133","554-7"
"B7A84977453F66ADC0A80134","5540-1"
"9F7C1CE63972E754C0A801E0","5541-1"
"0E1B636B3973DD55C0A801E0","5541-2"
"7E6629FF3974C1A9C0A801E0","5541-3"
"FCCC141239A420D7C0A801E1","5541-4"
"25F5026539C293C6C0A80151","5541-5"
"FF726EB44280C8ABC0A80134","5542-1"
"2E4330323E2D636FC0A80135","5543-1"
"771166C45672DA945188D2DA","5545-1"
"BEF75A6A46C5D2B0C0A80132","5545-2"
"8482236839DAD669C0A80119","5546-1"
"D0A94D7D48B85E5DC0A80135","5547-1"
"71F8190348C0901FC0A80132","5547-2"
"A646190348C0922FC0A80132","5547-3"
"A712190348C09314C0A80132","5547-4"
"275344DB48C098B0C0A80132","5547-5"
"F392234B4824CFA8C0A80134","5548-1"
"5A8F031E42FE1E90C0A80134","5549-1"
"8AF859DF43244F8EC0A80133","5549-2"
"668B5CFD43262EC5C0A80132","5549-3"
"D9446C7F43357813C0A80134","5549-4"
"562D418243811B28C0A80132","5549-5"
"401639D643D3EC4DC0A80134","5549-6"
"70D2411B3A1D56A5C0A80119","555-1"
"3C4A33464783F8F6C0A80133","5550-1"
"DF1C0D8043F260AFC0A80133","5551-1"
"584400ED43FD4598C0A80132","5551-2"
"901B006844F0AEE2C0A80134","5552-1"
"425D386D452AA967C0A80132","5552-2"
"052D6C2D397D29BDC0A80118","5553-1"
"33585E8C40325028C0A80132","5554-1"
"04D24F8D40337352C0A80132","5554-2"
"AB9E037740338B05C0A80133","5554-3"
"BF68037740338CCCC0A80133","5554-4"
"CD70037740338E04C0A80133","5554-5"
"58A8046239786AE7C0A801E0","5555-1"
"1D2461BD3C81D192C0A80118","5556-1"
"B57B215A4569016CC0A80133","5557-1"
"22B73BCE456A4B23C0A80133","5557-2"
"31A0033C39F87267C0A80118","5558-1"
"F11A3A3A3A301221C0A80118","5559-1"
"CCA7586D3C9A1FFEC0A801E0","556-3"
"EFC7259049E983DBC0A80133","556-4"
"1051522B39765708C0A801E1","5560-1"
"A7535B4C45080253C0A80134","5561-1"
"B6233257397758AEC0A801E1","5562-1"
"95C423E542FF1CFAC0A80133","5563-1"
"AD9E033B413F147CC0A80133","5564-1"
"166B1E49399999F3C0A80119","5565-1"
"3C5A15E33B4A0F39C0A80119","5566-1"
"32DC00A03B58969CC0A801E1","5566-2"
"77DF187B3F60EA01C0A80134","5567-1"
"1B722E103FFF048EC0A80134","5567-2"
"8792543742BB1AE0C0A80132","5567-3"
"F95A72F6478EA45FC0A80134","5568-1"
"05EA60054841CA4EC0A80132","5568-10"
"05FD60054841CB24C0A80132","5568-11"
"062360054841CB9AC0A80132","5568-12"
"1BFD60054841CF3FC0A80132","5568-13"
"1C1560054841D034C0A80132","5568-14"
"FFA572F6478EA7F8C0A80134","5568-2"
"7E3C379147917350C0A80134","5568-3"
"91F8379147917451C0A80134","5568-4"
"E6F51BA1479A031EC0A80135","5568-5"
"E6C960054841C701C0A80132","5568-6"
"ECC360054841C7ECC0A80132","5568-7"
"053160054841C8B7C0A80132","5568-8"
"057560054841C96CC0A80132","5568-9"
"356135E43D7E9061C0A801E2","5569-1"
"7A5F54C03D80A3EDC0A80118","5569-2"
"6A8338E43DA449EAC0A80135","5569-3"
"9ED44F6A476FE566C0A80132","5569-4"
"0A224F4A3A1D3BCBC0A80119","557-1"
"71C241E13A46EF06C0A801E1","5570-1"
"69FB17663A5CE93CC0A80119","5570-2"
"FE1535273B4C7A94C0A801E1","5570-3"
"20B309593BDF2248C0A801E1","5570-4"
"622D6CF23C5C4D1EC0A80118","5570-5"
"5E48035B3F13459DC0A80134","5571-1"
"505C52D03FAE4A93C0A80132","5571-2"
"539452D03FAE4D62C0A80132","5571-3"
"E6F8358C40133841C0A80134","5571-4"
"425E20F13D912072C0A80135","5571-5"
"64A633043DA5FB4BC0A80132","5571-6"
"41AF6036450CA38AC0A80133","5572-1"
"67816036450CA55EC0A80133","5572-2"
"D4850929399C51DCC0A80118","5573-1"
"47DA2D1A399D8EC6C0A80118","5573-2"
"88993FB4399DA1B2C0A80118","5573-3"
"1C906EB1433E3987C0A80132","5573-4"
"A69458C447C7FD8EC0A80135","5574-1"
"BF7F0148488CFE67C0A80132","5575-1"
"AFDB0F6B48900D15C0A80134","5575-2"
"EEB25CC23B604421C0A80118","5576-1"
"57A002B1466F112BC0A80132","5577-1"
"B5F0240A4666AF7BC0A80132","5577-2"
"42206B9E3A2FBE07C0A80119","5578-1"
"D17B315F399BF338C0A80118","5579-1"
"EB4B1A7339A3DF85C0A801E1","5579-2"
"61B5336C3A1D51D8C0A80118","558-1"
"68DA73AF39C6A0BBC0A801E1","5580-1"
"15BF08743B3F7C5AC0A80118","5580-2"
"2EBB2AC143B15076C0A80133","5581-1"
"35D22AC143B150A1C0A80133","5581-2"
"3BED00A946891D7CC0A80135","5582-1"
"5E825207468A5B91C0A80134","5582-2"
"DD3E6FED3B82FD15C0A801E0","5583-1"
"CB0F16C546A6FBA1C0A80133","5584-1"
"710D121E399C29A5C0A80119","5585-1"
"74C1121E399C2A5BC0A80119","5585-2"
"55B93C9D3B461A05C0A80119","5585-3"
"430A6E7147FAFEC4C0A80132","5586-1"
"BE8512AA4413AC4BC0A80133","5587-1"
"A29C5B8945AAE5D9C0A80134","5587-10"
"D050237B442F7EE0C0A80133","5587-2"
"A237564B444ED21BC0A80134","5587-3"
"B5C01174447201EDC0A80134","5587-4"
"72E92C1A44879726C0A80133","5587-5"
"6EE8214244AA9C6DC0A80132","5587-6"
"C6942AA944CC26E3C0A80133","5587-7"
"215C01364516CB09C0A80134","5587-8"
"6F4F474945187AE7C0A80133","5587-9"
"C9A936E045117C6CC0A80134","5588-1"
"F30B414439CEC304C0A80118","5589-1"
"CEE53C193A1DF083C0A80119","559-1"
"13B0644648ACA4F3C0A80132","5590-1"
"B0964A58477CEB5AC0A80135","5591-1"
"06F61AEC468D2F10C0A80132","5592-1"
"06F81AEC468D2F24C0A80132","5592-2"
"06FA1AEC468D2F32C0A80132","5592-3"
"06FC1AEC468D2F4BC0A80132","5592-4"
"ACA954AA45EC7D75C0A80135","5593-1"
"347A335346607343C0A80132","5593-2"
"F6CA4C95486AAB1FC0A80133","5594-1"
"39CF120D489A5DA6C0A80132","5594-2"
"C3DF26CA3F039A45C0A80132","5595-1"
"0021133742434CBBC0A80133","5596-1"
"6DAD00BC43B6E6E0C0A80133","5596-2"
"CCBF05FB451EEBA4C0A8013C","5596-3"
"CD84705B44806A86C0A80134","5597-1"
"CC391EDB47D7BE2EC0A80132","5598-1"
"D9516D9E4ACF6A0AC0A80134","5599-1"
"129642114B3C8603C0A80135","5599-2"
"537748803E29D3C3C0A80134","56-3"
"73AD36343E60470CC0A80132","56-5"
"B109640F3A1E77A8C0A80119","560-1"
"7C6F239F9A1F8A86F10E0A78","5600-1"
"C1975D1B469B8480C0A80134","5600-2"
"8594474A3A48A531C0A801E1","5601-1"
"67F60C523A7709ADC0A80119","5601-2"
"97F01B3843B38917C0A80134","5602-1"
"E7DA595748290B82C0A80132","5602-2"
"C307418248643B40C0A80132","5603-1"
"2C8D32C7474B7A8EC0A80132","5604-1"
"601A48DA47F13683C0A80132","5604-2"
"03E60A7A3A371346C0A801E0","5605-1"
"5D760367482DBEB7C0A80132","5605-10"
"C7925C204934B022C0A80133","5605-11"
"84A5650E49571C77C0A80133","5605-12"
"90024820499A00B0C0A80133","5605-13"
"90044820499A00BEC0A80133","5605-14"
"F2323BED49C95E1DC0A80134","5605-15"
"4913124D47FEF84BC0A80132","5605-2"
"F45702EA481218AFC0A80133","5605-3"
"0748055A4814FB8CC0A80134","5605-4"
"B64B055A48150500C0A80134","5605-5"
"70CD055A4815129DC0A80134","5605-6"
"EA9403A548172A0AC0A80132","5605-7"
"7C01502C48188CF9C0A80135","5605-8"
"3155502C48189631C0A80135","5605-9"
"0A4C28FC47389506C0A80133","5606-1"
"1E4748BD48D52037C0A80132","5607-1"
"907D221739D12082C0A80118","5608-1"
"94E216DC47CC94EBC0A80134","5609-1"
"5820173347CDF649C0A80133","5609-2"
"3BB668C047CEDB44C0A80134","5609-3"
"F9D0593A48512C49C0A80134","5609-4"
"F9D2593A48512C5AC0A80134","5609-5"
"FFB1593A48512C74C0A80134","5609-6"
"0B381B83487523EFC0A80132","561-14"
"46C20AD248989016C0A80135","561-16"
"C4C2021948EA52C8C0A80134","561-18"
"236768C34A4C4711C0A80135","561-19"
"C9146C574ACF705DC0A80134","561-20"
"BC0D63E54C6ED360C0A80132","561-21"
"8D0C492A4E4EE548C0A80135","561-25"
"679A5FDA4EBAE6ADC0A80133","561-26"
"AB1B63824F459FD5C0A80132","561-27"
"038B395450B522E4C0A80134","561-28"
"09423B915114151EC0A80134","561-29"
"9E30330C450D740FC0A80134","5610-1"
"256F02B44638CCBDC0A80132","5612-1"
"EEA7463E46EAC6E0C0A80132","5612-2"
"99CC013943CF0AECC0A80132","5613-1"
"11161C0D43FB8079C0A80133","5613-2"
"8E0E1C0D43FB85A9C0A80133","5613-3"
"00B926CF440DF408C0A80134","5613-4"
"FBD24FF9423AAC4FC0A80134","5614-1"
"A2E2641D42B11842C0A80133","5614-2"
"424835773FEDF95EC0A80133","5615-1"
"3DD505E93A73910BC0A80118","5615-2"
"1E7655C143D199ABC0A80134","5616-1"
"2DA10287451AD0B3C0A80134","5617-1"
"D8D162C43A26F37DC0A801E0","5618-1"
"E7B803D43A362C88C0A801E1","5618-10"
"E9A365EC3A2C29CEC0A80118","5618-2"
"1B93040C3A2E45EDC0A80118","5618-3"
"09D933AF3A3041E6C0A801E1","5618-4"
"25D7155D3A33387DC0A801E1","5618-5"
"2ED8155D3A333A3AC0A801E1","5618-6"
"4C0209F33A342CBCC0A801E0","5618-7"
"6ED2049D3A34DB79C0A80118","5618-8"
"CABE03CF3A360C4FC0A801E1","5618-9"
"7A1A733844E7B05FC0A80133","5619-1"
"5C5003E041F9B7CDC0A80134","5620-1"
"3A50737041FF240BC0A80133","5620-2"
"A5582CC04202C785C0A80132","5620-3"
"620F0E3D43158949C0A80132","5620-4"
"DBDD44FB45206D3EC0A80134","5620-5"
"3CF7026B4367B2A4C0A80134","5621-1"
"0604153F45CE44D3C0A80132","5622-1"
"4C03153F45CE4884C0A80132","5622-2"
"12E7158746896A56C0A80133","5623-1"
"469769AA42D1048CC0A80132","5624-1"
"1174190E43C01E37C0A80134","5624-10"
"91BE62EE461FF323C0A80134","5624-11"
"77360DBE47167F3EC0A80134","5624-12"
"ED543E204B6B23F1C0A80135","5624-13"
"75452A8A4B6C3220C0A80132","5624-14"
"B7712AE94B7D30B4C0A80135","5624-15"
"2DEF034C42D2AE5CC0A80133","5624-2"
"F0306E5E42D691B9C0A80132","5624-3"
"03223A5A42D7DC21C0A80134","5624-4"
"4D9C3A5A42D7E0A2C0A80134","5624-5"
"971945D942D8B40DC0A80132","5624-6"
"307C0B0642DBDD6AC0A80133","5624-7"
"26EB14C542DCCB5DC0A80132","5624-8"
"74106F1C42DD2F01C0A80132","5624-9"
"9C7E3876476B03F2C0A80135","5625-1"
"09376DEC45DB72F8C0A80135","5626-1"
"DEEF117147BB0EAEC0A80135","5627-1"
"EDAC117147BB1026C0A80135","5627-2"
"B082441E44C2AF15C0A80133","5628-1"
"42D309204628F421C0A80132","5629-1"
"A50540B93EB85865C0A80133","563-1"
"391A52343E402A8AC0A80132","563-15"
"8D991FB13EA15E42C0A80133","563-16"
"D73E03653EAA932AC0A80133","563-17"
"48475D1244105972C0A80132","563-18"
"88EF63254EECFF21C0A80135","563-19"
"D058264341658CE3C0A80132","563-4"
"85E0037B3C5165CFC0A80118","563-5"
"029E69DF3C8E141FC0A80119","563-9"
"8DA032B14140788FC0A80132","5630-1"
"4A9302E6442491FBC0A80132","5631-1"
"3860049A3F2F49B6C0A80134","5632-1"
"B76639DE3E04103BC0A80135","5632-10"
"CD535F244488E31DC0A80134","5632-11"
"0ED708E93F474131C0A80132","5632-2"
"574763763F75983FC0A80133","5632-3"
"FD3C6D6039D96146C0A80119","5632-4"
"A6E45CCB3FA74963C0A80132","5632-5"
"0B11586D3FC9A87AC0A80133","5632-6"
"E1E35E6B3DF64D52C0A80133","5632-7"
"CD2259F03E02AC0AC0A80133","5632-8"
"CD6159F03E02D3E6C0A80133","5632-9"
"68F349113ABA5143C0A801E0","5633-1"
"F05E03733B6AC1AEC0A80118","5633-2"
"EDC36B4946D1915AC0A80133","5634-1"
"995D374F44C8CF0EC0A80132","5635-1"
"2B9D4F5E44E364E5C0A80132","5635-2"
"E56E425F44E60092C0A80132","5635-3"
"3229425F44E603C8C0A80132","5635-4"
"25C00D5244E6079FC0A80134","5635-5"
"B99210273E009100C0A80134","5636-1"
"8356187D39DAE1F2C0A80118","5637-1"
"FED7247E39DAEBF9C0A80119","5637-2"
"1A35029D465D96C4C0A80133","5638-1"
"9D0B62C43A38BA19C0A80118","5639-1"
"8F61448D3A1ED966C0A80119","564-1"
"FE13567F45739936C0A80135","5640-1"
"14C94A0E457F6B0CC0A80134","5640-2"
"46CE15A9459297E4C0A80132","5640-3"
"69785F253BF5665CC0A801E1","5641-1"
"07B825B33CE2AFF8C0A80119","5641-2"
"47F806E83BAB4B01C0A80119","5642-1"
"C46C56AD41B21CF1C0A80132","5642-2"
"353749F23D3963DAC0A80119","5642-3"
"8F136C114337120CC0A80134","5642-4"
"9E051F164346F7E7C0A80132","5642-5"
"097611F23B605C23C0A80119","5643-1"
"447C725A44B7D190C0A80132","5643-2"
"BC3B72AD477044B6C0A80135","5643-3"
"0A5F426539F10C4FC0A80119","5644-1"
"46E416D43A2A7CFCC0A80118","5644-2"
"10C430233A149184C0A80118","5645-1"
"CA8724693A2471B1C0A80118","5645-2"
"9D4364523A33EC4DC0A801E1","5645-3"
"6D71075B3DA4657AC0A80135","5645-4"
"9C7F2F24462C9C02C0A80132","5646-1"
"C48B5C6A3985AB16C0A801E1","5647-1"
"A0263839399C4D01C0A80119","5647-2"
"A6293839399C50ADC0A80119","5647-3"
"F3B0470C3A0463A9C0A801E0","5648-1"
"AEDA470C3A046ECAC0A801E0","5648-2"
"04A25E3939F37446C0A801E1","5649-1"
"E41B3BF539F484A9C0A801E1","5649-2"
"AC4F0D80476A8C14C0A80135","565-3"
"8982261C478D45D1C0A80132","5650-1"
"ABE6261C478D472DC0A80132","5650-10"
"AE20261C478D4784C0A80132","5650-11"
"AF73261C478D47AAC0A80132","5650-12"
"8984261C478D4611C0A80132","5650-2"
"948D261C478D462EC0A80132","5650-3"
"9CAD261C478D4659C0A80132","5650-4"
"9CF8261C478D4676C0A80132","5650-5"
"9CFA261C478D4693C0A80132","5650-6"
"A517261C478D46B5C0A80132","5650-7"
"A51D261C478D46D5C0A80132","5650-8"
"AB5F261C478D46FDC0A80132","5650-9"
"571243423A2537CBC0A801E1","5651-1"
"8DBB094E450AA2B5C0A80132","5652-1"
"8DBD094E450AA2D0C0A80132","5652-2"
"DDCD16DE43FA730BC0A80132","5653-1"
"254A468542487C01C0A80134","5654-1"
"F59274F5424C37E8C0A80132","5654-2"
"013274F5424C3B05C0A80132","5654-3"
"75B14E2647D19B4DC0A80132","5655-1"
"A5154E2647D19FD3C0A80132","5655-2"
"AEB64E2647D1A111C0A80132","5655-3"
"D2AF70D647D1CC32C0A80135","5655-4"
"62AB3EEB47D499F4C0A80135","5655-5"
"F910548843CFE5BAC0A80134","5656-1"
"2F8B548843D004C8C0A80134","5656-2"
"D7F70DD543FE0983C0A80133","5656-4"
"83AA33845658E138C0A86F98","5656-5"
"C64B0F5E41E7FD3DC0A80132","5657-1"
"EF8D32A0438B9034C0A80134","5657-10"
"9F391A13438E4A9CC0A80134","5657-11"
"DB9A0F5E41E802C9C0A80132","5657-2"
"D7BC417B41EBF9B9C0A80132","5657-3"
"F585417B41EBFC98C0A80132","5657-4"
"0168417B41EBFE7CC0A80132","5657-5"
"0256417B41EC02FBC0A80132","5657-6"
"1830417B41EC055CC0A80132","5657-7"
"632F1F6441ED95EAC0A80132","5657-8"
"D0F42104437A84B1C0A80134","5657-9"
"049928DE39F3998BC0A80119","5658-1"
"EF2B4A723A456B13C0A801E1","5658-2"
"E6C937B63AC002F9C0A80119","5658-3"
"222D37B63AC00377C0A80119","5658-4"
"C0462CCA3A0E34A2C0A80118","5659-1"
"23721A883A102086C0A80118","5659-2"
"7D36047B4758AB78C0A80135","566-7"
"D5563D2C444DC319C0A80133","5660-1"
"C93E37813D11FDEBC0A80118","5661-1"
"503816AE3B276EB8C0A80119","5662-1"
"962C44CD49AC4B98C0A80133","5663-1"
"D72344CD49AC4F84C0A80133","5663-2"
"B5C20D2D48E20BE3C0A80135","5664-1"
"4D436FCF3B8F0184C0A801E1","5665-1"
