X'000d273b42b32b2cc0a80132'
X'02057222397d0e78c0a80119'
X'082d4e2939b31f93c0a801e0'
X'0e5d46954149da6cc0a80132'
X'1e8a621341ec6e10c0a80133'
X'237430f5455b77e8c0a80133'
X'2821048d4612674dc0a80135'
X'34a2048142921e67c0a80132'
X'34ec53063dc2c82ac0a80133'
X'38162eaa39cba43fc0a801e1'
X'3c662eaa39cba4c0c0a801e1'
X'415c22444473c7f1c0a80134'
X'5e7908fe414b007cc0a80134'
X'6273140245e43dddc0a80135'
X'659a40f845ddf184c0a80133'
X'693f04114073c0d6ffffffff'
X'6e7e723f415097a9c0a80132'
X'717508f739f844a5c0a801e1'
X'7dae04143a6b7c4ec0a80118'
X'7fa22666455a3073c0a80135'
X'8264680839992e55c0a80118'
X'840a723f41509916c0a80132'
X'8dab6db2397fbaa9c0a80119'
X'923d739d448053c9c0a80132'
X'9721723f415099abc0a80132'
X'98f01b9d3d78e7cac0a80119'
X'9f2d3a864195f711c0a80133'
X'a1e4723f41509a09c0a80132'
X'a9ae02fb46af8a02c0a80133'
X'ab0a68e242895211c0a80134'
X'ab80167d43d3e887c0a80132'
X'b02f11cd39ca74eac0a80151'
X'bb3258cf435f2d62c0a80134'
X'c17621774106ca16c0a80132'
X'c3f8344042c7711ec0a80132'
X'c68d285e3e289a45c0a80135'
X'cab230534339e790c0a80133'
X'cad203a142531b60c0a80133'
X'caed4d543c553fafc0a80118'
X'cce5061443d2161fc0a80134'
X'e3654f1b402a713fc0a80134'
X'e5c413d8454a775cc0a80135'
X'e62a2d8b4790d712c0a80134'
X'e83f31263ffefb70c0a80134'
X'e9d9691143ea6402c0a80133'
X'eb4748593b5e2be1c0a80119'
X'ecea6e6941588a53c0a80132'
X'f265226241ca5ca1c0a80133'
X'fb540333424e14efc0a80133'
X'fb752ccf40b5ead4c0a80132'
