X'01405148435653d8c0a80133'
X'06145f4e3bb7fe03c0a801e1'
X'184123df39dddd5cc0a80119'
X'20ea2e8b3a9747b8c0a801e0'
X'2b6216663c4adfedc0a801e0'
X'2bbc45363be0a528c0a801e0'
X'437603433a2d5b2dc0a801e0'
X'524907aa44232cacc0a80134'
X'563d6f4b4203ac5ec0a80134'
X'62f86c07417700aec0a80133'
X'6811726743e61a57c0a80132'
X'7649137039e4ad0cc0a80118'
X'7afe752d40afc13bc0a80132'
X'904d53473b951f50c0a80118'
X'93bb65a23a282329c0a801e0'
X'98c803513f8e9399c0a80133'
X'a9422f413a2fd031c0a801e1'
X'aa1f58533a30e73cc0a80119'
X'ce352cc54207f4aac0a80134'
X'ce4f25864088c6bcffffffff'
X'eca13d423df4e7c2c0a80135'
