X'0270381339c2ebc1c0a801e0'
X'082d4e2939b31f93c0a801e0'
X'1549683a400194b6c0a80134'
X'2bbc45363be0a528c0a801e0'
X'32180aa941337887c0a80133'
X'34c121b740ed773bc0a80132'
X'47ff46393a052db4c0a80118'
X'64810f083a44cfe8c0a801e1'
X'6af7035c40574c11c0a80133'
X'8d8a60253e2ca6d3c0a80133'
X'990a11c64452e4ccc0a80132'
X'9e63017342b85e8dc0a80133'
X'a3f048043b5214fbc0a80118'
X'a75844bf39e41355c0a80118'
X'add93af33a2fd889c0a80119'
X'bc4a40373c972c8fc0a80119'
X'bd1f542f3d9f0868c0a80133'
X'c43b3ba33e484273c0a80132'
X'c5624efe3e33fd30c0a80135'
X'd4276c01403bd52cc0a80133'
X'e58848833d5a5ba8c0a801e0'
X'f0743bd23eaf2a5bc0a80134'
X'fe1870753ac93398c0a80118'
X'ffa103693e2f8ab4c0a80133'
