X'02057222397d0e78c0a80119'
X'0270381339c2ebc1c0a801e0'
X'082d4e2939b31f93c0a801e0'
X'08314e2939b31fdec0a801e0'
X'51ea28f13eac837bc0a80134'
X'7e673b1c3a27d064c0a801e1'
X'8264680839992e55c0a80118'
X'8dab6db2397fbaa9c0a80119'
X'a3f048043b5214fbc0a80118'
X'b3cc13823d35ea0ac0a80119'
X'b8b1525039653a46c0a801e0'
X'd76240d03974e2e8c0a801e0'
X'f112322f3f307d01c0a80132'
