X'011103773f05003ec0a80133'
X'0dc75d873a991329c0a801e1'
X'14fc326b3a269459c0a80118'
X'334f4f71425ca10cc0a80132'
X'a58f136944ede80fc0a80134'
X'b1864db8474e406fc0a80133'
X'c466135f3f155a14c0a80133'
X'ccad4b2f3c6b3859c0a80119'
X'e57e6ba7397679f0c0a801e1'
X'ead722884411a841c0a80133'
X'f2583a8c3fdfae1ec0a80134'
