X'0270381339c2ebc1c0a801e0'
X'08314e2939b31fdec0a801e0'
X'182d12723a1bfc53c0a801e0'
X'2fe26a1b3a312c27c0a801e0'
X'36e50aa93b268a88c0a80118'
X'529c47243bf5abe6c0a80118'
X'69783ab33ba77f04c0a801e1'
X'77d84bb23bbcdcf5c0a80118'
X'96ff00693bcf5430c0a80118'
X'a3f048043b5214fbc0a80118'
X'b4d103753b67557cc0a80119'
