X'00280bb93eac0688c0a80134'
X'02936e834a9d71eac0a80135'
X'08520bb93eac0e70c0a80134'
X'090e59c949bd1be7c0a80133'
X'0a66423e494b046bc0a80135'
X'0a8b15f04468d216c0a80132'
X'1e4756963aba509bc0a801e1'
X'1ebf3c043ea1721ac0a80133'
X'2ef008fe42f4b7fec0a80134'
X'50686e6046de1084c0a80134'
X'5aba7224444e1403c0a80132'
X'5c7e701044a0c26fc0a80132'
X'6065341f49487317c0a80132'
X'6777341f49487472c0a80132'
X'69ac21184148973bc0a8013c'
X'6f2748b73b85331cc0a801e1'
X'86bb5e34467c997ac0a80134'
X'98f8034f48f64a91c0a80132'
X'9f6015253ea69fc3c0a80132'
X'a0f81ed63d6a82adc0a801e0'
X'a22762be3e897d95c0a80134'
X'a5164ef63dd31cfcc0a80132'
X'ad5952fc47349e1dc0a80133'
X'b45b34513a11eaeac0a80119'
X'b59d6fb73e9c4f60c0a80133'
X'c60f6baa47c9b9ecc0a80132'
X'c83f54723e95fba2c0a80132'
X'ce3b0168474c391ac0a80132'
X'e4b65c7949b184afc0a80133'
X'e6015d914b18e98ac0a80132'
X'f461259c4b2dc62ac0a80135'
X'fed23f993d52bd81c0a801e2'
