X'0073078c39fdfe77c0a80119'
X'007e421d42e113dfc0a80134'
X'00c73b363e6a8abdc0a80132'
X'02d766c03c9b835cc0a80118'
X'042028cd428ede9dc0a80132'
X'0493279c3b029f10c0a801e1'
X'068901e73c9eaf67c0a80118'
X'06d6072b3cd7621ac0a80118'
X'07496c863c07c26bc0a801e0'
X'07656702435c453cc0a80133'
X'088e0b4c39c76e3ec0a80151'
X'08d833113fabcbf6c0a80132'
X'08e246d541efe335c0a80132'
X'098471d03c2ea718c0a80119'
X'0a36227e3dadb202c0a80134'
X'0bec129139b788d7c0a80151'
X'0cd350333da9da61c0a80132'
X'0de26afc3d77cca8c0a80119'
X'0e2723f439c07ca1c0a80151'
X'0f7201333e4a6419c0a80134'
X'0fcd5a133b68fd3ec0a80119'
X'10305b783bfa90cfc0a801e0'
X'10d446493b5f25d4c0a801e1'
X'11e1168d39e7603fc0a80118'
X'12650b183b8beff9c0a80119'
X'12a91f803c2e48ffc0a801e0'
X'130932523b15ca86c0a801e0'
X'13103bc9414f39c3c0a80134'
X'13463b5739d73662c0a80118'
X'13465bdb4371479bc0a80134'
X'13f6312e3b4a0aefc0a80118'
X'13fb06d73b94f022c0a80119'
X'14e820413a92d379c0a80118'
X'152649243ca20915c0a80119'
X'15e9117346d14badc0a80132'
X'17ed710042af177bc0a80132'
X'1b4557343cea8c54c0a801e1'
X'1b7337ae412b529fc0a80132'
X'1b805cc53c2fa923c0a801e0'
X'1bbe085d422ce0fbc0a80134'
X'1bf85de939f7f045c0a801e0'
X'1c1926423a12a081c0a80119'
X'1cf520b7428be995c0a80132'
X'1d4319b83c52ff34c0a801e0'
X'1e0923823976f284c0a801e0'
X'201463933d95a7adc0a80133'
X'22e25e233a015999c0a801e0'
X'24773b5239a457edc0a801e0'
X'24f816a3442378e6c0a80134'
X'26c16c8d39df337fc0a80119'
X'28e8212241489788c0a8013c'
X'28ff027441e2c4b0c0a80133'
X'2a18642a3c327b34c0a801e1'
X'2adf26ad3fd60215c0a80133'
X'2b6216663c4adfedc0a801e0'
X'2cff4b2b39f7eb81c0a80118'
X'2dfd6b403ca4b09fc0a80119'
X'2f4941f93d0e8a0dc0a801e1'
X'2f9a4cb73b61380fc0a80119'
X'2fef73513f662813c0a80132'
X'31064e693a5a028dc0a80118'
X'3166362939db4051c0a80118'
X'31a768e443e21ebbc0a80133'
X'32180aa941337887c0a80133'
X'32ef42323d3eb01fc0a801e0'
X'339e64d4410537c8c0a80132'
X'33fc300239ce74d1c0a80118'
X'34ae0d04400f2628c0a80134'
X'3af94c653c5572e3c0a80119'
X'3b6f4b333a2560cbc0a801e0'
X'3cae74cc4242edbac0a80133'
X'3e88597f4166bfc8c0a80133'
X'3ff44a453b5ebde7c0a80118'
X'40ab1d123a3d6baec0a80118'
X'4157156b3c3e6105c0a80118'
X'453320383c2beacdc0a80119'
X'45e13d6a42044f2ec0a80133'
X'47081c85399132bfc0a801e0'
X'4869130b42668a18c0a80133'
X'489754e23c68700fc0a80119'
X'48d354b6397d75bcc0a80119'
X'491252a53df6050ec0a80135'
X'4c1311974203212ac0a80132'
X'4cfe6c8d39df4138c0a80119'
X'4d7530f83f64b84bc0a80132'
X'4fad6faf39db9449c0a80119'
X'508e35a73d7cb52fc0a801e0'
X'50f55b75420a29cac0a80132'
X'58ef183c3a2a8613c0a80119'
X'5a194e593ab702ecc0a80118'
X'5a21136741d0fa72c0a80133'
X'5a4a0b103c18ad79c0a801e1'
X'5bbf61e045904eb5c0a80132'
X'5c4153ef3cb6e055c0a80119'
X'5ed11a1845834383c0a80135'
X'6023680e3d88a40dc0a80119'
X'616f08c13d9d9314c0a80135'
X'627e1c7d3ca22612c0a801e0'
X'65d43de9418aa346c0a8013c'
X'66053de9418aa346c0a8013c'
X'664b31e43c71337fc0a801e1'
X'671611bb419849f8c0a80132'
X'685d393a39730593c0a801e1'
X'690d0f9139d49bd7c0a80118'
X'692d45c33d2a5772c0a801e0'
X'6a7643ff3e3f61e2c0a80132'
X'6d9b60e53ee48865c0a80133'
X'6ee04f4c3a423cd1c0a80118'
X'6fe041aa39731a2bc0a801e0'
X'6ffa1674424c2e70c0a80132'
X'71461d5639e2be02c0a80119'
X'714c095d39a6c30cc0a801e1'
X'718e18383ac8e479c0a80119'
X'71c01d063ea5924cc0a80134'
X'76993ea43f83927fc0a80134'
X'771d23c7432fb065c0a80134'
X'77ab24fb3bdb76b4c0a801e1'
X'7a0a69113f57c273c0a80134'
X'7a875d1d3b551dc5c0a80119'
X'7b823b1c3a27cff0c0a801e1'
X'7cd54ee0455e9204c0a80135'
X'7dd147264214bc63c0a80132'
X'807a1b463e4955b0c0a80135'
X'809833af3a300e86c0a801e1'
X'81326d9f40181c2fc0a80133'
X'822167313a23b51bc0a801e0'
X'82e918173aa9e600c0a80119'
X'83612a3c3c697b17c0a80118'
X'869326d13cacec2cc0a801e1'
X'869526d13cacec6fc0a801e1'
X'86b5118039776135c0a801e0'
X'888560ed3a4680a1c0a80119'
X'8a2a42383af0ccfdc0a80118'
X'8a4d162c3ed66472c0a80133'
X'8b27304c3ce2f3c5c0a80119'
X'8b842b15437a53d1c0a80134'
X'8ba556fd4573c941c0a80134'
X'8c97565c3f9cc6fbc0a80134'
X'8cce74bc3b60c152c0a801e1'
X'8d016d2e399af78cc0a80119'
X'8d456c303bf008e6c0a801e1'
X'8f0434e33a0974f3c0a80119'
X'8f0f73503cdf2331c0a80119'
X'910a2180469b96dac0a80134'
X'91881cc53a4f672cc0a80119'
X'926e396b3a898041c0a801e1'
X'938309773d1a7b10c0a801e2'
X'950d067d3ea016e5c0a80133'
X'991d6dea3c20fe9fc0a80118'
X'9a1221994006c829c0a80133'
X'9a893ff03c616627c0a801e1'
X'9aae1475450ddbcec0a80132'
X'9aed503439e50cc3c0a80119'
X'9bc43d093c5677acc0a801e1'
X'9ce32e6b39e60389c0a80119'
X'9ea3110e3a0b3102c0a801e1'
X'9f9211df3d931baec0a80134'
X'9fa007743ee0d755c0a80132'
X'a18913fe3a2f9c24c0a801e0'
X'a2ba5f0a457d3906c0a80132'
X'a39421c03a7ff6e0c0a801e0'
X'a556744b3af1abe8c0a80119'
X'a92524603c6361dfc0a801e1'
X'a9b15bc83c72b29fc0a80118'
X'aaca3d763c68c3f9c0a801e0'
X'aacc3d763c68c42ac0a801e0'
X'ab2137823ac53a74c0a801e1'
X'abdb602c3c712425c0a80119'
X'afce4d8c3f15a3fac0a80133'
X'b13949d5416f3c42c0a80134'
X'b25b49253beabce3c0a80119'
X'b3ea2e903acba956c0a80119'
X'b60c1db03b70ee72c0a801e0'
X'b6b461e63ee0b8b8c0a80134'
X'b70122f0462ca147c0a80134'
X'b7942bdc3a540e6ec0a801e0'
X'b8e21d91438e67c7c0a80133'
X'b90a471539e4be53c0a80119'
X'ba8f30df3ca7d1d9c0a80119'
X'bbb92f093c713fcbc0a80118'
X'be42656b3db2dfd5c0a80132'
X'be79213b3f880a9dc0a80132'
X'be9b303041e80fe6c0a80132'
X'c0531ed73b5646aac0a80118'
X'c13b517e3988c58fc0a80118'
X'c29743703bb4a02cc0a80119'
X'c32904a53f32037dc0a80132'
X'c44b6dc53af35ef4c0a801e1'
X'c61f0e713cd15aefc0a80119'
X'c6f8326b3b5f0017c0a801e0'
X'c8e44e2a3c922975c0a80119'
X'c9f849b63fb7a859c0a80132'
