X'04e164fd4d162bbbc0a80134'
X'0ab236bc4aa06f37c0a80133'
X'0ba7032b41f058e9c0a80134'
X'0dc606cc4945ded2c0a80132'
X'16e703384701e897c0a80133'
X'1ce227e7505e4bd0c0a80135'
X'1e3a628e4d2fb02ac0a80134'
X'22412ff7721c6a6678cd169a'
X'243e0ad0472ed3a0c0a80135'
X'27226b14489078b9c0a80132'
X'2966048a4b2009f5c0a80133'
X'2bb76de7552ed882c0a86fa6'
X'4de3636050d9c325c0a80135'
X'504837694d3b8b01c0a80134'
X'69ac21184148973bc0a8013c'
X'69dd3f2b56aeb012c0a86fa6'
X'721b59e25637c971c0a86fa6'
X'74663def42c132cbc0a80132'
X'7ac466b542ea668cc0a80134'
X'8bb15d9e48dbc8f6c0a80135'
X'9361a370f24767cf1160be75'
X'952c1f374b1f4296c0a80135'
X'9f4b5a9a4b43fe8fc0a80135'
X'a2486cc14553a6bac0a80133'
X'a3e86cc14553a7e5c0a80133'
X'bcbe4c5f4b576042c0a80132'
X'c9443bdc510f1f58c0a80132'
X'cff60716469ebe26c0a80135'
X'dc715eae50f9ababc0a80135'
X'e3ff407d55d20837c0a86fa6'
X'ee84164347e1ce4bc0a80133'
X'f16d479a3d2f926cc0a80118'
