X'06bb2f413a2fb9abc0a801e1'
X'0f313af33a2fea30c0a80119'
X'4fb2552a3d15c0cdc0a801e0'
X'6f252f413a2fc6cdc0a801e1'
X'9392687d3fe6b9f7c0a80132'
X'96f20fbc42024abac0a80134'
X'a86c577e3e34d055c0a80134'
X'a9422f413a2fd031c0a801e1'
X'add93af33a2fd889c0a80119'
X'bd1f542f3d9f0868c0a80133'
X'c3693af33a2fdf25c0a80119'
X'c8cb3af33a2fe158c0a80119'
X'cd971ce946a4efcec0a80135'
X'd9db3af33a2fe368c0a80119'
X'e74801253d1c1012c0a80118'
X'f269721f41b9b0b1c0a80132'
