X'00e00805477908cdc0a80133'
X'0a1624e33ba9f04ac0a80119'
X'2b6105083a3f8d0ec0a80119'
X'35b70f763c1f8e95c0a80119'
X'46fd0cb04b376b09c0a80135'
X'4735204c4421470cc0a80134'
X'4d7645b8414769e3c0a80133'
X'4da56cd23b157789c0a80118'
X'6e8c6c564fc7c66cc0a80133'
X'7f0e18123d00d379c0a801e0'
X'902f3aef3da18771c0a80132'
X'b19c2b084254159ac0a80134'
X'b29925f33d85fb03c0a801e0'
X'bbc2441a3e80dabdc0a80133'
X'bf81549e41f4742cc0a80132'
X'bfb07206420c4973c0a80132'
X'decf228245704219c0a80133'
X'e608522443cacff9c0a80133'
