X'005c494344798efbc0a80132'
X'103902a83e147070c0a80134'
X'110167c3466c7aa1c0a80133'
X'163f6b1a3d5a690dc0a80119'
X'1a3535993a1dfdcdc0a801e1'
X'27962ca747ee5777c0a80132'
X'35a6280141d8eebfc0a80133'
X'39eb232a3b61eaeec0a80119'
X'43bf6c1c413488e2c0a80132'
X'609a10eb46eebdc2c0a80135'
X'7336235243bdf2edc0a80132'
X'8d023e7a3d30791ac0a801e2'
X'c27a6f7c4159bd3ec0a80133'
X'c34e656b3db2e9fac0a80132'
X'df532e4943c463cfc0a80134'
