X'0007697541091a13c0a80134'
X'045818623d7ba191c0a801e2'
X'05f105933da647bbc0a80134'
X'0ebf32b940edd71ac0a80132'
X'18ff10063ae989e3c0a80118'
X'1acf26894791d557c0a80132'
X'1cd440d2420d38d8c0a80133'
X'20ea2e8b3a9747b8c0a801e0'
X'210159ee3b5f3baec0a801e0'
X'2bbc45363be0a528c0a801e0'
X'3cf6107b3df94ac8c0a80135'
X'40191e4347c98cbac0a80135'
X'42716ca43a18389fc0a80119'
X'468d3c973cd30384c0a801e0'
X'46a2126f47d19242c0a80134'
X'47bc03413ee1f2a8c0a80132'
X'496b6ec43ea963e3c0a80133'
X'4df340f24765c6adc0a80133'
X'71a803e63a375d44c0a80119'
X'85f518b63a23dd76c0a80119'
X'89e6217453bb0615c0a86f98'
X'8cf643953ae45527c0a801e0'
X'98586cd946938a27c0a80132'
X'a4a31f0a4602ba5bc0a80133'
X'a84b6f603ec2c42fc0a80134'
X'ad2000933e0b7960c0a80134'
X'aeba03ee3a6b9a02c0a80119'
X'b4b528a340626bceffffffff'
X'c2770bca42433360c0a80133'
X'c44e338941199392c0a80132'
X'c4c9386242acefeec0a80132'
X'c8df36de47fedb6dc0a80132'
X'cc8303793b0fbe86c0a801e0'
X'd3b93df139c805a2c0a801e0'
X'def55b8a40fdc979c0a80132'
X'e9592ebe483f60b6c0a80134'
X'f70c18d544c5d8dfc0a80132'
X'f76b440a3ce4a0f0c0a801e1'
X'fb563fb13d2ed95cc0a801e2'
