X'005c35c33a21d4f6c0a80118'
X'007e421d42e113dfc0a80134'
X'00b926cf440df408c0a80134'
X'021e44373ef1f92ac0a80132'
X'02c91d2b3ef1e82bc0a80134'
X'03da0d733a10043ac0a80119'
X'04dd06af3d9884d2c0a80132'
X'089e67f940017b36c0a80133'
X'09205d5e3d3d5770c0a80118'
X'0c5006af3d9884dfc0a80132'
X'0c6a06af3d9884eac0a80132'
X'0cc9014f49bee45dc0a80135'
X'0d3d2ca93a96e83bc0a80118'
X'0e13695e49a6c56ec0a80135'
X'0fb7164943a042acc0a80133'
X'12b83705443d0991c0a80132'
X'194f13a43e0b251dc0a80132'
X'1c51270346916f8ac0a80133'
X'1d0f383e47f13e8ec0a80135'
X'204d19f73b264237c0a80118'
X'218d6ede3d6f2426c0a80118'
X'23cd3b4842fc0787c0a80134'
X'28a3718940062f54c0a80133'
X'2b94108140a54180c0a80132'
X'30544b92467a9b8ac0a80135'
X'30653e154268a058c0a80133'
X'320a6ddf3ffdd5a1c0a80134'
X'33e72dbf41ad67c7c0a80132'
X'340f15f44862587ec0a80132'
X'36730cee40da0b59c0a80133'
X'379419c53e6d4096c0a80133'
X'38b24d2e49e6e1b6c0a80146'
X'3bb23e0442e99478c0a80132'
X'3f8b36b03df79830c0a80135'
X'45013bae3cc2158bc0a801e1'
X'461d3e2941ace387c0a80134'
X'554671f3469a0461c0a80135'
X'5598030246b10b53c0a80134'
X'55f701313bd58e5fc0a801e0'
X'5b69082842305ad5c0a80134'
X'5b871be7401aa7e5c0a80134'
X'5cc22e263a093dd3c0a801e0'
X'5cc72e263a093e6ec0a801e0'
X'610a397d3d4ed583c0a801e2'
X'638e3ce046ee537ac0a80135'
X'650a17593a2b2916c0a80119'
X'66854da23fc978dbc0a80134'
X'67576152470e085fc0a80135'
X'678f12773d6a7e7bc0a801e0'
X'6907545643b9b403c0a80132'
X'69ac21184148973bc0a8013c'
X'6be5034e4003800dc0a80134'
X'6c243208423f414ac0a80132'
X'76e7575f3d37e250c0a801e2'
X'77d170823ca5ff53c0a80118'
X'793f4a1e41e18b2cc0a80132'
X'79584a1e41e18b67c0a80132'
X'796909143a7e2f37c0a80118'
X'7c20647545021bddc0a80133'
X'803702173c5ae758c0a801e0'
X'87d6212a414897dfc0a8013c'
X'8ab461e54336b33cc0a80134'
X'8ab661e54336b428c0a80134'
X'8c7c5df94203a638c0a80133'
X'94fe55f342ec1a3dc0a80132'
X'955a0d9840b20c07c0a80132'
X'9c6a4f5b3f949f3ec0a80133'
X'9cd7532c47d56620c0a80132'
X'9d1033034173b6c1c0a80133'
X'a0811ec0444f1a05c0a80133'
X'a2d00fcf41eea116c0a80134'
X'a40f46e93c29eb68c0a801e1'
X'a44d2a2f3c7fdaebc0a801e0'
X'a58c63b83f1ececac0a80134'
X'a5e961a4426e3ed6c0a80132'
X'a61338fa43eaa2a0c0a80134'
X'aab7149c47246f63c0a80135'
X'acef19683b4aee88c0a80118'
X'adac54c8471e4a75c0a80135'
X'af04493d3df8a03ec0a80134'
X'b6a41cc148484feac0a80133'
X'b6ea5de8410ae043c0a80133'
X'bacf50a1481db409c0a80135'
X'bde53a8b471e7827c0a80133'
X'c258084945120ec7c0a80133'
X'c64637d843970adec0a80132'
X'c6b22f093c7143dcc0a80118'
X'c9291f2e3aa64941c0a801e0'
X'c9f24d7648ab0264c0a80133'
X'c9ff707a4844ae50c0a80134'
X'ccec751b41a65524c0a80133'
X'cd746e6046bf51d2c0a80134'
X'cff02a113dc727b6c0a80132'
X'd31547c043ccaa87c0a80133'
X'd32b47c043ccab62c0a80133'
X'd3f22e5c3df89e25c0a80135'
X'd5b03e974653062ac0a80132'
X'd79e45713ec9f16fc0a80132'
X'd97f18a44263427bc0a80133'
X'dfcc4b9047a311f5c0a80135'
X'e893249e465f005ec0a80135'
X'e9853ba73eb81f64c0a80133'
X'ec91179c397764fac0a801e0'
X'f0731d2440290bfbc0a80133'
X'f12663fd41d47ffac0a80134'
X'f5d771753cacbe49c0a80118'
X'f99b016140814448ffffffff'
X'faaa0db643ccab5fc0a80133'
X'fc0b29484757ea28c0a80132'
X'fe7d13733986caa3c0a80118'
